submission_id,key_p_is_for,timeSpent,trial_number,condition,correctness,RT
1302,square,7.883233333333333,1,incongruent,correct,542
1302,square,7.883233333333333,2,incongruent,correct,438
1302,square,7.883233333333333,3,incongruent,correct,429
1302,square,7.883233333333333,4,congruent,correct,456
1302,square,7.883233333333333,5,incongruent,correct,422
1302,square,7.883233333333333,6,incongruent,correct,341
1302,square,7.883233333333333,7,incongruent,correct,407
1302,square,7.883233333333333,8,congruent,correct,424
1302,square,7.883233333333333,9,incongruent,correct,336
1302,square,7.883233333333333,10,incongruent,correct,360
1302,square,7.883233333333333,11,congruent,incorrect,354
1302,square,7.883233333333333,12,congruent,correct,14008
1302,square,7.883233333333333,13,congruent,correct,476
1302,square,7.883233333333333,14,incongruent,correct,432
1302,square,7.883233333333333,15,congruent,correct,469
1302,square,7.883233333333333,16,incongruent,correct,488
1302,square,7.883233333333333,17,incongruent,correct,380
1302,square,7.883233333333333,18,congruent,correct,470
1302,square,7.883233333333333,19,congruent,correct,346
1302,square,7.883233333333333,20,incongruent,correct,438
1302,square,7.883233333333333,1,incongruent,correct,524
1302,square,7.883233333333333,2,incongruent,correct,448
1302,square,7.883233333333333,3,incongruent,correct,360
1302,square,7.883233333333333,4,incongruent,correct,420
1302,square,7.883233333333333,5,incongruent,correct,402
1302,square,7.883233333333333,6,incongruent,correct,353
1302,square,7.883233333333333,7,incongruent,correct,395
1302,square,7.883233333333333,8,incongruent,incorrect,389
1302,square,7.883233333333333,9,congruent,correct,622
1302,square,7.883233333333333,10,incongruent,correct,465
1302,square,7.883233333333333,11,congruent,correct,409
1302,square,7.883233333333333,12,incongruent,correct,394
1302,square,7.883233333333333,13,incongruent,correct,446
1302,square,7.883233333333333,14,congruent,correct,542
1302,square,7.883233333333333,15,congruent,correct,349
1302,square,7.883233333333333,16,incongruent,correct,441
1302,square,7.883233333333333,17,incongruent,correct,411
1302,square,7.883233333333333,18,incongruent,correct,349
1302,square,7.883233333333333,19,incongruent,correct,326
1302,square,7.883233333333333,20,congruent,correct,400
1302,square,7.883233333333333,21,incongruent,correct,416
1302,square,7.883233333333333,22,congruent,correct,410
1302,square,7.883233333333333,23,congruent,correct,353
1302,square,7.883233333333333,24,incongruent,correct,423
1302,square,7.883233333333333,25,incongruent,correct,624
1302,square,7.883233333333333,26,congruent,correct,301
1302,square,7.883233333333333,27,congruent,correct,325
1302,square,7.883233333333333,28,incongruent,correct,451
1302,square,7.883233333333333,29,incongruent,correct,497
1302,square,7.883233333333333,30,incongruent,correct,402
1302,square,7.883233333333333,31,congruent,correct,315
1302,square,7.883233333333333,32,incongruent,correct,359
1302,square,7.883233333333333,33,congruent,incorrect,361
1302,square,7.883233333333333,34,congruent,correct,329
1302,square,7.883233333333333,35,incongruent,correct,428
1302,square,7.883233333333333,36,incongruent,correct,336
1302,square,7.883233333333333,37,congruent,correct,333
1302,square,7.883233333333333,38,congruent,correct,338
1302,square,7.883233333333333,39,incongruent,correct,516
1302,square,7.883233333333333,40,congruent,correct,363
1302,square,7.883233333333333,41,incongruent,correct,412
1302,square,7.883233333333333,42,congruent,correct,465
1302,square,7.883233333333333,43,incongruent,correct,477
1302,square,7.883233333333333,44,incongruent,correct,400
1302,square,7.883233333333333,45,incongruent,correct,415
1302,square,7.883233333333333,46,incongruent,correct,428
1302,square,7.883233333333333,47,congruent,correct,340
1302,square,7.883233333333333,48,incongruent,correct,555
1302,square,7.883233333333333,49,incongruent,correct,323
1302,square,7.883233333333333,50,congruent,correct,469
1302,square,7.883233333333333,51,congruent,correct,327
1302,square,7.883233333333333,52,incongruent,correct,362
1302,square,7.883233333333333,53,congruent,correct,350
1302,square,7.883233333333333,54,congruent,correct,339
1302,square,7.883233333333333,55,congruent,correct,459
1302,square,7.883233333333333,56,congruent,correct,302
1302,square,7.883233333333333,57,congruent,correct,344
1302,square,7.883233333333333,58,incongruent,correct,403
1302,square,7.883233333333333,59,congruent,correct,292
1302,square,7.883233333333333,60,incongruent,incorrect,286
1302,square,7.883233333333333,61,congruent,correct,323
1302,square,7.883233333333333,62,congruent,correct,375
1302,square,7.883233333333333,63,congruent,correct,358
1302,square,7.883233333333333,64,incongruent,correct,382
1302,square,7.883233333333333,65,congruent,correct,375
1302,square,7.883233333333333,66,incongruent,correct,414
1302,square,7.883233333333333,67,congruent,correct,395
1302,square,7.883233333333333,68,congruent,correct,287
1302,square,7.883233333333333,69,incongruent,correct,367
1302,square,7.883233333333333,70,congruent,correct,391
1302,square,7.883233333333333,71,congruent,correct,361
1302,square,7.883233333333333,72,incongruent,incorrect,321
1302,square,7.883233333333333,73,incongruent,correct,458
1302,square,7.883233333333333,74,congruent,correct,452
1302,square,7.883233333333333,75,congruent,correct,343
1302,square,7.883233333333333,76,incongruent,correct,490
1302,square,7.883233333333333,77,incongruent,correct,399
1302,square,7.883233333333333,78,incongruent,correct,391
1302,square,7.883233333333333,79,congruent,correct,478
1302,square,7.883233333333333,80,incongruent,correct,3496
1302,square,7.883233333333333,81,incongruent,correct,414
1302,square,7.883233333333333,82,congruent,correct,299
1302,square,7.883233333333333,83,incongruent,correct,424
1302,square,7.883233333333333,84,congruent,correct,444
1302,square,7.883233333333333,85,congruent,correct,311
1302,square,7.883233333333333,86,congruent,correct,283
1302,square,7.883233333333333,87,incongruent,correct,459
1302,square,7.883233333333333,88,congruent,correct,282
1302,square,7.883233333333333,89,incongruent,correct,433
1302,square,7.883233333333333,90,incongruent,correct,363
1302,square,7.883233333333333,91,congruent,correct,378
1302,square,7.883233333333333,92,congruent,correct,329
1302,square,7.883233333333333,93,incongruent,correct,406
1302,square,7.883233333333333,94,congruent,correct,316
1302,square,7.883233333333333,95,incongruent,incorrect,338
1302,square,7.883233333333333,96,incongruent,correct,475
1302,square,7.883233333333333,97,incongruent,correct,363
1302,square,7.883233333333333,98,incongruent,incorrect,250
1302,square,7.883233333333333,99,congruent,correct,353
1302,square,7.883233333333333,100,congruent,correct,332
1301,square,9.036333333333333,1,congruent,correct,2177
1301,square,9.036333333333333,2,congruent,correct,1400
1301,square,9.036333333333333,3,incongruent,correct,780
1301,square,9.036333333333333,4,incongruent,correct,492
1301,square,9.036333333333333,5,congruent,correct,570
1301,square,9.036333333333333,6,congruent,correct,474
1301,square,9.036333333333333,7,incongruent,correct,523
1301,square,9.036333333333333,8,congruent,correct,499
1301,square,9.036333333333333,9,incongruent,incorrect,427
1301,square,9.036333333333333,10,congruent,incorrect,1529
1301,square,9.036333333333333,11,incongruent,incorrect,689
1301,square,9.036333333333333,12,congruent,correct,1919
1301,square,9.036333333333333,13,incongruent,correct,745
1301,square,9.036333333333333,14,incongruent,correct,564
1301,square,9.036333333333333,15,incongruent,correct,572
1301,square,9.036333333333333,16,congruent,correct,694
1301,square,9.036333333333333,17,incongruent,incorrect,1135
1301,square,9.036333333333333,18,congruent,correct,3666
1301,square,9.036333333333333,19,incongruent,correct,1930
1301,square,9.036333333333333,20,congruent,correct,572
1301,square,9.036333333333333,1,incongruent,correct,755
1301,square,9.036333333333333,2,incongruent,correct,560
1301,square,9.036333333333333,3,incongruent,correct,600
1301,square,9.036333333333333,4,incongruent,incorrect,842
1301,square,9.036333333333333,5,incongruent,incorrect,579
1301,square,9.036333333333333,6,congruent,incorrect,814
1301,square,9.036333333333333,7,congruent,correct,751
1301,square,9.036333333333333,8,congruent,correct,661
1301,square,9.036333333333333,9,incongruent,correct,677
1301,square,9.036333333333333,10,congruent,correct,1864
1301,square,9.036333333333333,11,congruent,correct,657
1301,square,9.036333333333333,12,incongruent,correct,808
1301,square,9.036333333333333,13,congruent,correct,548
1301,square,9.036333333333333,14,incongruent,incorrect,1717
1301,square,9.036333333333333,15,congruent,correct,1018
1301,square,9.036333333333333,16,congruent,correct,463
1301,square,9.036333333333333,17,congruent,correct,556
1301,square,9.036333333333333,18,incongruent,correct,857
1301,square,9.036333333333333,19,incongruent,correct,622
1301,square,9.036333333333333,20,incongruent,correct,581
1301,square,9.036333333333333,21,congruent,correct,517
1301,square,9.036333333333333,22,congruent,correct,412
1301,square,9.036333333333333,23,congruent,correct,366
1301,square,9.036333333333333,24,congruent,correct,480
1301,square,9.036333333333333,25,incongruent,correct,558
1301,square,9.036333333333333,26,incongruent,incorrect,739
1301,square,9.036333333333333,27,congruent,correct,799
1301,square,9.036333333333333,28,congruent,correct,655
1301,square,9.036333333333333,29,incongruent,correct,637
1301,square,9.036333333333333,30,congruent,correct,841
1301,square,9.036333333333333,31,congruent,correct,486
1301,square,9.036333333333333,32,incongruent,correct,653
1301,square,9.036333333333333,33,congruent,correct,934
1301,square,9.036333333333333,34,congruent,incorrect,712
1301,square,9.036333333333333,35,congruent,correct,735
1301,square,9.036333333333333,36,congruent,correct,1264
1301,square,9.036333333333333,37,incongruent,correct,858
1301,square,9.036333333333333,38,congruent,correct,719
1301,square,9.036333333333333,39,congruent,correct,541
1301,square,9.036333333333333,40,congruent,correct,484
1301,square,9.036333333333333,41,incongruent,incorrect,474
1301,square,9.036333333333333,42,congruent,correct,740
1301,square,9.036333333333333,43,congruent,correct,483
1301,square,9.036333333333333,44,congruent,correct,1001
1301,square,9.036333333333333,45,incongruent,correct,923
1301,square,9.036333333333333,46,incongruent,correct,2580
1301,square,9.036333333333333,47,incongruent,correct,1989
1301,square,9.036333333333333,48,congruent,correct,1138
1301,square,9.036333333333333,49,incongruent,correct,1466
1301,square,9.036333333333333,50,congruent,correct,905
1301,square,9.036333333333333,51,congruent,correct,663
1301,square,9.036333333333333,52,congruent,correct,1337
1301,square,9.036333333333333,53,congruent,correct,531
1301,square,9.036333333333333,54,congruent,correct,542
1301,square,9.036333333333333,55,congruent,correct,450
1301,square,9.036333333333333,56,incongruent,correct,817
1301,square,9.036333333333333,57,congruent,correct,677
1301,square,9.036333333333333,58,incongruent,correct,836
1301,square,9.036333333333333,59,congruent,correct,518
1301,square,9.036333333333333,60,incongruent,correct,597
1301,square,9.036333333333333,61,incongruent,correct,500
1301,square,9.036333333333333,62,congruent,correct,812
1301,square,9.036333333333333,63,incongruent,correct,2861
1301,square,9.036333333333333,64,incongruent,correct,645
1301,square,9.036333333333333,65,incongruent,correct,534
1301,square,9.036333333333333,66,incongruent,correct,553
1301,square,9.036333333333333,67,congruent,correct,497
1301,square,9.036333333333333,68,incongruent,correct,815
1301,square,9.036333333333333,69,incongruent,correct,850
1301,square,9.036333333333333,70,incongruent,correct,803
1301,square,9.036333333333333,71,congruent,correct,741
1301,square,9.036333333333333,72,incongruent,correct,492
1301,square,9.036333333333333,73,incongruent,correct,448
1301,square,9.036333333333333,74,congruent,correct,516
1301,square,9.036333333333333,75,incongruent,correct,539
1301,square,9.036333333333333,76,incongruent,correct,486
1301,square,9.036333333333333,77,congruent,correct,461
1301,square,9.036333333333333,78,congruent,correct,402
1301,square,9.036333333333333,79,incongruent,incorrect,408
1301,square,9.036333333333333,80,congruent,correct,791
1301,square,9.036333333333333,81,congruent,incorrect,516
1301,square,9.036333333333333,82,congruent,correct,836
1301,square,9.036333333333333,83,congruent,correct,649
1301,square,9.036333333333333,84,incongruent,correct,678
1301,square,9.036333333333333,85,incongruent,correct,809
1301,square,9.036333333333333,86,congruent,correct,1542
1301,square,9.036333333333333,87,congruent,correct,1009
1301,square,9.036333333333333,88,congruent,correct,895
1301,square,9.036333333333333,89,incongruent,correct,640
1301,square,9.036333333333333,90,congruent,correct,594
1301,square,9.036333333333333,91,congruent,correct,554
1301,square,9.036333333333333,92,congruent,correct,591
1301,square,9.036333333333333,93,incongruent,incorrect,541
1301,square,9.036333333333333,94,incongruent,correct,2801
1301,square,9.036333333333333,95,congruent,correct,3230
1301,square,9.036333333333333,96,congruent,correct,669
1301,square,9.036333333333333,97,congruent,correct,916
1301,square,9.036333333333333,98,congruent,correct,1512
1301,square,9.036333333333333,99,incongruent,correct,849
1301,square,9.036333333333333,100,incongruent,correct,464
1300,square,8.681716666666667,1,congruent,correct,26212
1300,square,8.681716666666667,2,congruent,correct,435
1300,square,8.681716666666667,3,incongruent,incorrect,383
1300,square,8.681716666666667,4,incongruent,correct,549
1300,square,8.681716666666667,5,incongruent,correct,365
1300,square,8.681716666666667,6,incongruent,incorrect,353
1300,square,8.681716666666667,7,congruent,correct,642
1300,square,8.681716666666667,8,incongruent,correct,640
1300,square,8.681716666666667,9,incongruent,correct,471
1300,square,8.681716666666667,10,incongruent,correct,385
1300,square,8.681716666666667,11,congruent,correct,509
1300,square,8.681716666666667,12,congruent,correct,402
1300,square,8.681716666666667,13,incongruent,incorrect,385
1300,square,8.681716666666667,14,congruent,correct,454
1300,square,8.681716666666667,15,congruent,correct,391
1300,square,8.681716666666667,16,incongruent,correct,556
1300,square,8.681716666666667,17,congruent,correct,341
1300,square,8.681716666666667,18,congruent,correct,365
1300,square,8.681716666666667,19,congruent,correct,397
1300,square,8.681716666666667,20,congruent,correct,380
1300,square,8.681716666666667,1,incongruent,correct,591
1300,square,8.681716666666667,2,congruent,correct,318
1300,square,8.681716666666667,3,incongruent,incorrect,302
1300,square,8.681716666666667,4,incongruent,correct,505
1300,square,8.681716666666667,5,incongruent,correct,475
1300,square,8.681716666666667,6,incongruent,correct,467
1300,square,8.681716666666667,7,congruent,correct,400
1300,square,8.681716666666667,8,congruent,correct,387
1300,square,8.681716666666667,9,congruent,correct,363
1300,square,8.681716666666667,10,incongruent,correct,417
1300,square,8.681716666666667,11,incongruent,correct,414
1300,square,8.681716666666667,12,congruent,correct,362
1300,square,8.681716666666667,13,incongruent,correct,455
1300,square,8.681716666666667,14,congruent,correct,399
1300,square,8.681716666666667,15,congruent,correct,433
1300,square,8.681716666666667,16,incongruent,correct,367
1300,square,8.681716666666667,17,incongruent,correct,415
1300,square,8.681716666666667,18,incongruent,correct,347
1300,square,8.681716666666667,19,congruent,correct,474
1300,square,8.681716666666667,20,incongruent,correct,438
1300,square,8.681716666666667,21,incongruent,correct,479
1300,square,8.681716666666667,22,congruent,incorrect,378
1300,square,8.681716666666667,23,congruent,correct,599
1300,square,8.681716666666667,24,incongruent,correct,434
1300,square,8.681716666666667,25,incongruent,correct,395
1300,square,8.681716666666667,26,incongruent,correct,384
1300,square,8.681716666666667,27,incongruent,correct,416
1300,square,8.681716666666667,28,congruent,correct,409
1300,square,8.681716666666667,29,incongruent,correct,385
1300,square,8.681716666666667,30,congruent,correct,392
1300,square,8.681716666666667,31,congruent,correct,401
1300,square,8.681716666666667,32,congruent,correct,359
1300,square,8.681716666666667,33,incongruent,correct,479
1300,square,8.681716666666667,34,incongruent,correct,439
1300,square,8.681716666666667,35,incongruent,correct,407
1300,square,8.681716666666667,36,congruent,correct,410
1300,square,8.681716666666667,37,incongruent,correct,510
1300,square,8.681716666666667,38,congruent,correct,493
1300,square,8.681716666666667,39,congruent,correct,370
1300,square,8.681716666666667,40,incongruent,correct,490
1300,square,8.681716666666667,41,congruent,correct,621
1300,square,8.681716666666667,42,incongruent,correct,496
1300,square,8.681716666666667,43,incongruent,correct,414
1300,square,8.681716666666667,44,incongruent,correct,417
1300,square,8.681716666666667,45,congruent,correct,379
1300,square,8.681716666666667,46,incongruent,correct,604
1300,square,8.681716666666667,47,congruent,correct,388
1300,square,8.681716666666667,48,congruent,correct,401
1300,square,8.681716666666667,49,congruent,correct,416
1300,square,8.681716666666667,50,congruent,correct,401
1300,square,8.681716666666667,51,congruent,correct,404
1300,square,8.681716666666667,52,incongruent,correct,395
1300,square,8.681716666666667,53,incongruent,correct,326
1300,square,8.681716666666667,54,incongruent,correct,451
1300,square,8.681716666666667,55,congruent,correct,451
1300,square,8.681716666666667,56,congruent,correct,443
1300,square,8.681716666666667,57,incongruent,correct,431
1300,square,8.681716666666667,58,congruent,correct,451
1300,square,8.681716666666667,59,congruent,correct,407
1300,square,8.681716666666667,60,congruent,correct,376
1300,square,8.681716666666667,61,incongruent,correct,486
1300,square,8.681716666666667,62,congruent,correct,405
1300,square,8.681716666666667,63,incongruent,correct,448
1300,square,8.681716666666667,64,incongruent,correct,529
1300,square,8.681716666666667,65,congruent,correct,523
1300,square,8.681716666666667,66,congruent,correct,422
1300,square,8.681716666666667,67,incongruent,correct,462
1300,square,8.681716666666667,68,incongruent,correct,452
1300,square,8.681716666666667,69,congruent,correct,337
1300,square,8.681716666666667,70,incongruent,incorrect,376
1300,square,8.681716666666667,71,incongruent,correct,570
1300,square,8.681716666666667,72,congruent,correct,480
1300,square,8.681716666666667,73,incongruent,correct,453
1300,square,8.681716666666667,74,incongruent,correct,510
1300,square,8.681716666666667,75,incongruent,correct,439
1300,square,8.681716666666667,76,congruent,correct,463
1300,square,8.681716666666667,77,incongruent,correct,428
1300,square,8.681716666666667,78,congruent,correct,445
1300,square,8.681716666666667,79,incongruent,correct,425
1300,square,8.681716666666667,80,incongruent,correct,448
1300,square,8.681716666666667,81,incongruent,correct,366
1300,square,8.681716666666667,82,congruent,correct,408
1300,square,8.681716666666667,83,incongruent,correct,443
1300,square,8.681716666666667,84,incongruent,correct,379
1300,square,8.681716666666667,85,congruent,incorrect,382
1300,square,8.681716666666667,86,congruent,correct,410
1300,square,8.681716666666667,87,incongruent,correct,555
1300,square,8.681716666666667,88,congruent,correct,481
1300,square,8.681716666666667,89,incongruent,correct,420
1300,square,8.681716666666667,90,congruent,correct,376
1300,square,8.681716666666667,91,congruent,correct,406
1300,square,8.681716666666667,92,incongruent,correct,401
1300,square,8.681716666666667,93,congruent,correct,399
1300,square,8.681716666666667,94,congruent,correct,402
1300,square,8.681716666666667,95,incongruent,correct,458
1300,square,8.681716666666667,96,incongruent,correct,432
1300,square,8.681716666666667,97,incongruent,correct,383
1300,square,8.681716666666667,98,incongruent,correct,412
1300,square,8.681716666666667,99,congruent,correct,429
1300,square,8.681716666666667,100,incongruent,correct,456
1299,square,7.55925,1,congruent,correct,8534
1299,square,7.55925,2,incongruent,correct,837
1299,square,7.55925,3,incongruent,correct,662
1299,square,7.55925,4,incongruent,correct,685
1299,square,7.55925,5,congruent,correct,554
1299,square,7.55925,6,congruent,correct,542
1299,square,7.55925,7,congruent,correct,527
1299,square,7.55925,8,congruent,correct,549
1299,square,7.55925,9,incongruent,incorrect,537
1299,square,7.55925,10,incongruent,incorrect,560
1299,square,7.55925,11,congruent,incorrect,1014
1299,square,7.55925,12,congruent,incorrect,817
1299,square,7.55925,13,incongruent,incorrect,591
1299,square,7.55925,14,congruent,incorrect,861
1299,square,7.55925,15,incongruent,incorrect,716
1299,square,7.55925,16,congruent,correct,1339
1299,square,7.55925,17,incongruent,correct,843
1299,square,7.55925,18,congruent,incorrect,734
1299,square,7.55925,19,congruent,correct,1219
1299,square,7.55925,20,incongruent,correct,561
1299,square,7.55925,1,incongruent,correct,899
1299,square,7.55925,2,congruent,correct,764
1299,square,7.55925,3,incongruent,correct,548
1299,square,7.55925,4,congruent,incorrect,719
1299,square,7.55925,5,incongruent,correct,931
1299,square,7.55925,6,congruent,correct,2300
1299,square,7.55925,7,incongruent,correct,785
1299,square,7.55925,8,congruent,correct,769
1299,square,7.55925,9,incongruent,correct,620
1299,square,7.55925,10,congruent,correct,549
1299,square,7.55925,11,congruent,correct,664
1299,square,7.55925,12,congruent,correct,380
1299,square,7.55925,13,congruent,incorrect,820
1299,square,7.55925,14,incongruent,correct,628
1299,square,7.55925,15,congruent,correct,598
1299,square,7.55925,16,congruent,correct,557
1299,square,7.55925,17,incongruent,correct,728
1299,square,7.55925,18,congruent,correct,693
1299,square,7.55925,19,congruent,correct,446
1299,square,7.55925,20,congruent,correct,563
1299,square,7.55925,21,congruent,correct,462
1299,square,7.55925,22,incongruent,incorrect,640
1299,square,7.55925,23,congruent,correct,702
1299,square,7.55925,24,incongruent,correct,576
1299,square,7.55925,25,congruent,correct,548
1299,square,7.55925,26,congruent,correct,399
1299,square,7.55925,27,congruent,correct,496
1299,square,7.55925,28,incongruent,correct,511
1299,square,7.55925,29,congruent,correct,689
1299,square,7.55925,30,incongruent,correct,635
1299,square,7.55925,31,incongruent,correct,590
1299,square,7.55925,32,incongruent,correct,609
1299,square,7.55925,33,congruent,incorrect,630
1299,square,7.55925,34,incongruent,correct,789
1299,square,7.55925,35,incongruent,correct,751
1299,square,7.55925,36,incongruent,correct,679
1299,square,7.55925,37,incongruent,correct,635
1299,square,7.55925,38,incongruent,correct,583
1299,square,7.55925,39,congruent,correct,666
1299,square,7.55925,40,congruent,correct,442
1299,square,7.55925,41,congruent,correct,870
1299,square,7.55925,42,incongruent,correct,535
1299,square,7.55925,43,congruent,correct,462
1299,square,7.55925,44,congruent,correct,414
1299,square,7.55925,45,incongruent,correct,673
1299,square,7.55925,46,incongruent,correct,549
1299,square,7.55925,47,incongruent,correct,506
1299,square,7.55925,48,incongruent,correct,518
1299,square,7.55925,49,incongruent,correct,564
1299,square,7.55925,50,incongruent,correct,732
1299,square,7.55925,51,incongruent,correct,698
1299,square,7.55925,52,incongruent,correct,736
1299,square,7.55925,53,congruent,correct,780
1299,square,7.55925,54,congruent,correct,604
1299,square,7.55925,55,incongruent,correct,616
1299,square,7.55925,56,incongruent,correct,805
1299,square,7.55925,57,congruent,correct,752
1299,square,7.55925,58,incongruent,correct,665
1299,square,7.55925,59,incongruent,correct,642
1299,square,7.55925,60,incongruent,correct,515
1299,square,7.55925,61,congruent,incorrect,622
1299,square,7.55925,62,incongruent,correct,844
1299,square,7.55925,63,congruent,incorrect,509
1299,square,7.55925,64,congruent,correct,535
1299,square,7.55925,65,incongruent,correct,712
1299,square,7.55925,66,incongruent,correct,588
1299,square,7.55925,67,incongruent,correct,750
1299,square,7.55925,68,incongruent,correct,594
1299,square,7.55925,69,incongruent,correct,615
1299,square,7.55925,70,incongruent,correct,590
1299,square,7.55925,71,incongruent,correct,736
1299,square,7.55925,72,incongruent,correct,626
1299,square,7.55925,73,incongruent,correct,536
1299,square,7.55925,74,incongruent,correct,492
1299,square,7.55925,75,congruent,correct,554
1299,square,7.55925,76,congruent,correct,414
1299,square,7.55925,77,incongruent,correct,618
1299,square,7.55925,78,incongruent,correct,525
1299,square,7.55925,79,incongruent,correct,527
1299,square,7.55925,80,congruent,incorrect,602
1299,square,7.55925,81,incongruent,correct,838
1299,square,7.55925,82,congruent,correct,699
1299,square,7.55925,83,incongruent,correct,726
1299,square,7.55925,84,incongruent,correct,622
1299,square,7.55925,85,congruent,correct,628
1299,square,7.55925,86,congruent,correct,535
1299,square,7.55925,87,incongruent,correct,611
1299,square,7.55925,88,incongruent,correct,533
1299,square,7.55925,89,incongruent,correct,425
1299,square,7.55925,90,incongruent,correct,628
1299,square,7.55925,91,congruent,correct,523
1299,square,7.55925,92,incongruent,correct,587
1299,square,7.55925,93,congruent,correct,711
1299,square,7.55925,94,incongruent,correct,755
1299,square,7.55925,95,congruent,correct,1100
1299,square,7.55925,96,incongruent,correct,773
1299,square,7.55925,97,incongruent,correct,471
1299,square,7.55925,98,congruent,correct,896
1299,square,7.55925,99,congruent,correct,757
1299,square,7.55925,100,congruent,correct,519
1298,square,8.898283333333334,1,incongruent,correct,2277
1298,square,8.898283333333334,2,congruent,correct,820
1298,square,8.898283333333334,3,congruent,correct,629
1298,square,8.898283333333334,4,incongruent,correct,581
1298,square,8.898283333333334,5,incongruent,correct,653
1298,square,8.898283333333334,6,congruent,correct,503
1298,square,8.898283333333334,7,congruent,correct,479
1298,square,8.898283333333334,8,congruent,correct,485
1298,square,8.898283333333334,9,incongruent,correct,618
1298,square,8.898283333333334,10,congruent,correct,441
1298,square,8.898283333333334,11,incongruent,correct,499
1298,square,8.898283333333334,12,incongruent,correct,539
1298,square,8.898283333333334,13,incongruent,correct,407
1298,square,8.898283333333334,14,incongruent,correct,551
1298,square,8.898283333333334,15,congruent,correct,821
1298,square,8.898283333333334,16,incongruent,correct,439
1298,square,8.898283333333334,17,incongruent,incorrect,453
1298,square,8.898283333333334,18,incongruent,correct,694
1298,square,8.898283333333334,19,incongruent,correct,603
1298,square,8.898283333333334,20,incongruent,correct,533
1298,square,8.898283333333334,1,incongruent,correct,2858
1298,square,8.898283333333334,2,congruent,correct,1117
1298,square,8.898283333333334,3,incongruent,correct,683
1298,square,8.898283333333334,4,congruent,correct,1487
1298,square,8.898283333333334,5,incongruent,correct,513
1298,square,8.898283333333334,6,incongruent,incorrect,1391
1298,square,8.898283333333334,7,incongruent,correct,807
1298,square,8.898283333333334,8,congruent,correct,583
1298,square,8.898283333333334,9,congruent,correct,936
1298,square,8.898283333333334,10,congruent,correct,574
1298,square,8.898283333333334,11,incongruent,correct,624
1298,square,8.898283333333334,12,incongruent,correct,521
1298,square,8.898283333333334,13,incongruent,correct,896
1298,square,8.898283333333334,14,congruent,correct,769
1298,square,8.898283333333334,15,incongruent,correct,644
1298,square,8.898283333333334,16,congruent,correct,1643
1298,square,8.898283333333334,17,congruent,correct,518
1298,square,8.898283333333334,18,congruent,correct,438
1298,square,8.898283333333334,19,congruent,correct,442
1298,square,8.898283333333334,20,incongruent,correct,549
1298,square,8.898283333333334,21,incongruent,correct,446
1298,square,8.898283333333334,22,congruent,correct,506
1298,square,8.898283333333334,23,incongruent,incorrect,414
1298,square,8.898283333333334,24,incongruent,correct,548
1298,square,8.898283333333334,25,incongruent,incorrect,423
1298,square,8.898283333333334,26,incongruent,correct,617
1298,square,8.898283333333334,27,congruent,correct,599
1298,square,8.898283333333334,28,incongruent,correct,636
1298,square,8.898283333333334,29,congruent,correct,642
1298,square,8.898283333333334,30,incongruent,correct,846
1298,square,8.898283333333334,31,incongruent,correct,857
1298,square,8.898283333333334,32,incongruent,correct,535
1298,square,8.898283333333334,33,incongruent,correct,526
1298,square,8.898283333333334,34,incongruent,incorrect,647
1298,square,8.898283333333334,35,incongruent,correct,540
1298,square,8.898283333333334,36,incongruent,correct,374
1298,square,8.898283333333334,37,congruent,correct,441
1298,square,8.898283333333334,38,incongruent,correct,764
1298,square,8.898283333333334,39,congruent,correct,466
1298,square,8.898283333333334,40,incongruent,correct,479
1298,square,8.898283333333334,41,incongruent,correct,760
1298,square,8.898283333333334,42,incongruent,correct,714
1298,square,8.898283333333334,43,incongruent,correct,440
1298,square,8.898283333333334,44,congruent,correct,714
1298,square,8.898283333333334,45,incongruent,correct,712
1298,square,8.898283333333334,46,congruent,correct,740
1298,square,8.898283333333334,47,congruent,correct,458
1298,square,8.898283333333334,48,congruent,correct,419
1298,square,8.898283333333334,49,incongruent,correct,487
1298,square,8.898283333333334,50,incongruent,incorrect,492
1298,square,8.898283333333334,51,congruent,correct,449
1298,square,8.898283333333334,52,incongruent,correct,513
1298,square,8.898283333333334,53,incongruent,correct,410
1298,square,8.898283333333334,54,incongruent,correct,593
1298,square,8.898283333333334,55,congruent,correct,529
1298,square,8.898283333333334,56,congruent,correct,548
1298,square,8.898283333333334,57,incongruent,correct,387
1298,square,8.898283333333334,58,incongruent,correct,411
1298,square,8.898283333333334,59,incongruent,incorrect,487
1298,square,8.898283333333334,60,incongruent,correct,574
1298,square,8.898283333333334,61,congruent,incorrect,725
1298,square,8.898283333333334,62,congruent,correct,371
1298,square,8.898283333333334,63,incongruent,correct,615
1298,square,8.898283333333334,64,incongruent,correct,657
1298,square,8.898283333333334,65,congruent,incorrect,567
1298,square,8.898283333333334,66,incongruent,correct,591
1298,square,8.898283333333334,67,incongruent,correct,606
1298,square,8.898283333333334,68,incongruent,correct,467
1298,square,8.898283333333334,69,incongruent,correct,590
1298,square,8.898283333333334,70,congruent,incorrect,492
1298,square,8.898283333333334,71,congruent,incorrect,568
1298,square,8.898283333333334,72,incongruent,correct,666
1298,square,8.898283333333334,73,incongruent,correct,473
1298,square,8.898283333333334,74,congruent,correct,855
1298,square,8.898283333333334,75,incongruent,correct,493
1298,square,8.898283333333334,76,incongruent,correct,400
1298,square,8.898283333333334,77,incongruent,correct,440
