participant,lexicality,spelling,button,response,accuracy,previous_accuracy,rt,nletters,CELEX_frequency
50,W,upon,1,W,1,1,519,4,4978
50,W,us,1,W,1,1,655,2,33195
50,W,use,1,W,1,1,629,3,8700
50,W,used,1,W,1,1,472,4,9235
50,W,using,1,W,1,1,569,5,2436
50,N,vawess,2,N,1,1,619,6,0
50,W,view,1,W,1,1,535,4,3903
50,N,wamble,2,N,1,0,792,6,0
50,W,want,1,W,1,0,456,4,11700
50,W,wanted,1,W,1,1,498,6,6000
50,W,war,1,W,1,1,553,3,6082
50,W,water,1,W,1,0,671,5,7749
50,W,way,1,W,1,1,473,3,21570
50,N,weath,2,N,1,1,833,5,0
50,W,week,1,W,1,1,485,4,4853
50,W,weeks,2,N,0,1,505,5,2859
50,W,well,1,W,1,1,443,4,24382
50,W,went,2,N,0,1,589,4,12396
50,N,wessing,2,N,1,1,605,7,0
50,W,west,1,W,1,1,507,4,3368
50,W,white,1,W,1,1,523,5,6594
50,W,whole,1,W,1,0,412,5,7546
50,W,whose,1,W,1,1,747,5,4005
50,W,wife,1,W,1,1,508,4,3777
50,W,window,1,W,1,1,536,6,2372
50,W,without,1,W,1,1,511,7,10421
50,N,woob,2,N,1,0,472,4,0
50,W,words,1,W,1,1,539,5,4878
50,W,working,1,W,1,1,483,7,4544
50,W,years,1,W,1,1,467,5,16371
50,N,yeomee,2,N,1,1,656,6,0
50,W,yes,1,W,1,1,418,3,13855
50,W,yet,1,W,1,1,546,3,8399
50,W,young,1,W,1,1,505,5,7958
50,N,zoosots,2,N,1,1,597,7,0
51,W,across,2,W,1,1,459,6,5000
51,W,act,2,W,1,1,429,3,3354
51,W,action,2,W,1,1,677,6,3228
51,N,adbu,1,N,1,1,408,4,0
51,W,along,2,W,1,1,413,5,5267
51,W,also,2,W,1,0,389,4,16496
51,W,although,2,W,1,1,492,8,5424
51,W,always,2,W,1,1,480,6,11850
51,N,ammict,1,N,1,1,474,6,0
51,W,among,2,W,1,0,460,5,5090
51,W,answer,2,W,1,1,400,6,3161
51,W,areas,2,W,1,1,529,5,2549
51,W,around,2,W,1,1,495,6,9011
51,W,art,2,W,1,1,404,3,2972
51,N,ascude,1,N,1,0,491,6,0
51,N,ashpen,1,N,1,0,508,6,0
51,W,asked,2,W,1,1,538,5,8385
51,N,aturts,1,N,1,1,939,6,0
51,W,away,2,W,1,1,505,4,12155
51,W,bad,2,W,1,1,366,3,3755
51,N,baise,1,N,1,1,480,5,0
51,N,bangboy,1,N,1,1,940,7,0
51,W,bank,2,W,1,1,390,4,2385
51,N,bankrough,1,N,1,1,816,9,0
51,N,bardays,1,N,1,1,475,7,0
51,N,basots,1,N,1,1,565,6,0
51,W,became,2,W,1,0,438,6,4792
51,N,beeched,2,W,0,1,915,7,0
51,N,begrille,1,N,1,1,690,8,0
51,N,behoil,1,N,1,1,524,6,0
51,N,bejove,1,N,1,1,429,6,0
51,N,bempled,1,N,1,1,725,7,0
51,N,benaft,1,N,1,1,625,6,0
51,W,best,2,W,1,1,460,4,6187
51,W,better,2,W,1,1,504,6,8101
51,W,beyond,2,W,1,1,459,6,2757
51,N,billaged,1,N,1,0,518,8,0
51,N,bired,1,N,1,1,556,5,0
51,W,bit,2,W,1,1,407,3,4307
51,W,blood,2,W,1,1,428,5,2536
51,N,blossed,1,N,1,1,1010,7,0
51,N,bluffmess,1,N,1,1,738,9,0
51,N,boached,1,N,1,1,808,7,0
51,W,body,2,W,1,1,460,4,5243
51,W,book,2,W,1,1,396,4,4932
51,N,boonsless,1,N,1,1,528,9,0
51,W,boy,2,W,1,1,549,3,3876
51,N,braggrass,1,N,1,1,441,9,0
51,N,brap,1,N,1,0,462,4,0
51,N,brater,1,N,1,1,538,6,0
51,N,bridgemalts,1,N,1,1,939,11,0
51,W,bring,2,W,1,1,510,5,3252
51,W,british,2,W,1,1,407,7,6557
51,W,brought,2,W,1,1,436,7,4460
51,N,buckoche,1,N,1,1,1487,8,0
51,W,business,2,W,1,1,1205,8,4234
51,N,cabe,1,N,1,0,860,4,0
51,N,cadlor,1,N,1,1,420,6,0
51,W,called,2,W,1,0,379,6,7490
51,W,came,2,W,1,0,545,4,12508
51,W,cannot,2,W,1,1,423,6,4435
51,W,care,2,W,1,1,443,4,3128
51,N,cealings,1,N,1,1,494,8,0
51,N,cenflel,1,N,1,1,963,7,0
51,W,certain,2,W,1,1,434,7,5226
51,N,chacloned,1,N,1,1,520,9,0
51,N,chaked,1,N,1,1,588,6,0
51,W,changed,2,W,1,0,460,7,4105
51,N,cheld,1,N,1,0,472,5,0
51,W,child,2,W,1,1,409,5,7645
51,W,children,2,W,1,1,442,8,11744
51,N,chompy,1,N,1,1,442,6,0
51,W,church,2,W,1,1,515,6,2844
51,N,cied,2,W,0,1,665,4,0
51,W,city,2,W,1,1,332,4,3796
51,N,clammest,1,N,1,1,751,8,0
51,W,clear,2,W,1,1,390,5,4218
51,W,close,2,W,1,1,432,5,3636
51,N,clothmate,1,N,1,1,689,9,0
51,N,coaxhound,1,N,1,1,860,9,0
51,N,coirs,1,N,1,1,449,5,0
51,W,cold,2,W,1,1,352,4,3236
51,W,coming,2,W,1,1,518,6,4050
51,N,compends,1,N,1,1,732,8,0
51,N,conceeled,1,N,1,1,414,9,0
51,W,concerned,2,W,1,1,712,9,2492
51,N,conculls,1,N,1,1,724,8,0
51,N,congides,1,N,1,1,474,8,0
51,N,congues,1,N,1,1,594,7,0
51,W,control,2,W,1,1,412,7,3876
51,N,cornan,1,N,1,1,445,6,0
51,W,could,2,W,1,1,508,5,33660
51,W,countries,2,W,1,0,462,9,3979
51,W,course,2,W,1,0,431,6,11914
51,N,cowat,1,N,1,1,766,5,0
51,N,cowrurl,1,N,1,1,534,7,0
51,N,crawbiers,1,N,1,1,479,9,0
51,N,crerps,1,N,1,1,470,6,0
51,N,cribles,1,N,1,1,534,7,0
51,N,crobby,1,N,1,1,668,6,0
51,N,crovos,1,N,1,0,443,6,0
51,N,crynching,1,N,1,1,633,9,0
51,N,cucking,1,N,1,1,639,7,0
51,N,daklies,1,N,1,1,782,7,0
51,N,dape,1,N,1,NA,541,4,0
51,W,day,2,W,1,1,685,3,13729
51,N,delinds,1,N,1,1,434,7,0
51,N,detissed,1,N,1,1,524,8,0
51,W,different,2,W,1,1,461,9,7170
51,N,disracks,1,N,1,1,609,8,0
51,N,docing,1,N,1,0,489,6,0
51,W,doctor,2,W,1,1,398,6,2376
51,W,done,2,W,1,0,451,4,7282
51,W,door,2,W,1,1,444,4,5891
51,N,douachest,1,N,1,1,538,9,0
51,W,doubt,2,W,1,1,454,5,2710
51,N,doyly,1,N,1,1,432,5,0
51,N,drampers,1,N,1,1,1107,8,0
51,N,drog,1,N,1,1,2149,4,0
51,N,drowled,1,N,1,NA,830,7,0
51,N,durl,1,N,1,0,512,4,0
51,N,dwat,1,N,1,1,552,4,0
51,W,easy,2,W,1,1,385,4,2686
51,W,eat,2,W,1,1,780,3,2424
51,N,ebarge,1,N,1,1,525,6,0
51,W,effect,2,W,1,1,388,6,2837
51,N,efu,1,N,1,1,384,3,0
51,N,ellat,1,N,1,1,407,5,0
51,W,else,2,W,1,1,411,4,4875
51,N,encu,1,N,1,1,419,4,0
51,W,end,2,W,1,1,515,3,8359
51,N,endips,1,N,1,0,430,6,0
51,W,er,2,W,1,1,562,2,6245
51,N,eruct,1,N,1,1,739,5,0
51,W,europe,2,W,1,1,470,6,2784
51,W,ever,2,W,1,0,467,4,8047
51,W,eyes,2,W,1,1,455,4,7100
51,W,face,2,W,1,1,390,4,8000
51,N,faltet,1,N,1,1,440,6,0
51,W,father,2,W,1,1,393,6,5942
51,W,fear,2,W,1,1,388,4,2791
51,N,feasing,1,N,1,1,580,7,0
51,W,feel,2,W,1,0,521,4,6650
51,W,feeling,2,W,1,1,664,7,3606
51,W,felt,2,W,1,1,376,4,7245
51,N,fench,2,W,0,1,591,5,0
51,N,fesons,1,N,1,0,923,6,0
51,N,fessiers,1,N,1,1,598,8,0
51,N,figing,1,N,1,1,541,6,0
51,W,fish,2,W,1,1,503,4,3064
51,W,five,2,W,1,1,460,4,5226
51,N,flawer,1,N,1,0,718,6,0
51,N,flold,1,N,1,1,516,5,0
51,N,floot,1,N,1,0,1638,5,0
51,N,foke,1,N,1,1,1066,4,0
51,W,followed,2,W,1,1,425,8,2345
51,N,folt,1,N,1,0,506,4,0
51,N,fongues,1,N,1,1,503,7,0
51,W,food,2,W,1,1,438,4,4552
51,W,force,2,W,1,1,533,5,3048
51,W,form,2,W,1,1,424,4,4797
51,W,found,2,W,1,0,437,5,8630
51,W,four,2,W,1,1,425,4,5843
51,N,fowns,1,N,1,1,681,5,0
51,N,frauselies,1,N,1,1,492,10,0
51,W,free,2,W,1,1,406,4,3734
51,N,frelled,1,N,1,1,504,7,0
51,W,french,2,W,1,1,438,6,2677
51,W,friend,2,W,1,1,406,6,3087
51,N,frithed,1,N,1,1,452,7,0
51,N,fronter,1,N,1,1,393,7,0
51,N,frurlier,1,N,1,1,460,8,0
51,N,fulchom,1,N,1,1,595,7,0
51,N,futches,1,N,1,1,410,7,0
51,N,gastas,1,N,1,1,384,6,0
51,N,gattered,1,N,1,1,518,8,0
51,W,get,2,W,1,1,653,3,20944
51,W,getting,2,W,1,1,546,7,4395
51,W,girl,2,W,1,1,395,4,4944
51,W,girls,2,W,1,1,427,5,2912
51,W,give,2,W,1,1,388,4,8660
51,W,given,2,W,1,1,577,5,6045
51,N,glubume,1,N,1,0,469,7,0
51,W,go,2,W,1,1,353,2,18870
51,W,god,2,W,1,1,418,3,4668
51,W,goes,1,N,0,0,387,4,2783
51,W,gone,2,W,1,1,447,4,4521
51,W,got,2,W,1,1,437,3,15400
51,W,green,2,W,1,1,435,5,2648
51,N,griteie,1,N,1,1,388,7,0
51,N,grussier,1,N,1,1,558,8,0
51,N,guggaw,1,N,1,1,1162,6,0
51,N,gumbler,1,N,1,1,534,7,0
51,N,gunwhiffs,1,N,1,1,639,9,0
51,N,gups,1,N,1,1,645,4,0
51,N,gyrbets,1,N,1,0,399,7,0
51,N,hadge,1,N,1,0,393,5,0
51,N,haffs,1,N,1,1,507,5,0
51,W,half,1,N,0,1,464,4,5895
51,W,hand,2,W,1,1,357,4,8217
51,N,hangcul,1,N,1,1,348,7,0
51,W,happened,2,W,1,1,1142,8,3440
51,W,happy,2,W,1,1,406,5,2423
51,N,hawls,1,N,1,0,709,5,0
51,W,head,2,W,1,1,629,4,8174
51,W,hear,2,W,1,1,536,4,3344
51,W,help,2,W,1,1,468,4,6731
51,N,hertive,1,N,1,0,814,7,0
51,N,hewsest,1,N,1,0,476,7,0
51,N,hids,1,N,1,0,472,4,0
51,W,higher,2,W,1,1,348,6,2411
51,W,home,2,W,1,1,334,4,8831
51,W,hot,2,W,1,1,365,3,2498
51,W,hour,2,W,1,1,358,4,2867
51,W,hours,2,W,1,1,378,5,3881
51,N,hulsy,1,N,1,0,743,5,0
51,W,human,2,W,1,1,640,5,5440
51,W,hundred,2,W,1,1,783,7,3568
51,N,hunflads,1,N,1,1,527,8,0
51,N,huppies,1,N,1,1,702,7,0
51,N,inbust,1,N,1,1,1289,6,0
51,N,insones,1,N,1,1,819,7,0
51,W,instead,2,W,1,1,499,7,3028
51,W,involved,2,W,1,1,1074,8,2704
51,N,iplate,1,N,1,1,517,6,0
51,N,isher,1,N,1,1,395,5,0
51,N,ision,1,N,1,1,442,5,0
51,N,jast,1,N,1,1,522,4,0
51,N,jaughts,1,N,1,1,419,7,0
51,N,juiring,1,N,1,1,474,7,0
51,N,kempian,1,N,1,1,516,7,0
51,W,kept,2,W,1,1,458,4,3750
51,N,khala,1,N,1,1,1504,5,0
51,N,khandles,1,N,1,0,444,8,0
51,W,kind,2,W,1,1,332,4,8005
51,W,know,2,W,1,1,381,4,24352
51,W,known,2,W,1,0,411,5,4560
51,N,laf,1,N,1,1,624,3,0
51,N,lape,2,W,0,1,691,4,0
51,W,large,2,W,1,0,427,5,6638
51,N,lasits,1,N,1,1,1532,6,0
51,W,late,2,W,1,0,635,4,3648
51,W,lay,2,W,1,1,556,3,2800
51,N,leckosks,1,N,1,1,482,8,0
51,W,led,1,N,0,0,549,3,2440
51,W,level,2,W,1,0,330,5,3433
51,W,light,2,W,1,1,425,5,5153
51,W,likely,2,W,1,1,503,6,3278
51,N,limetinge,1,N,1,1,509,9,0
51,N,lisedess,1,N,1,1,459,8,0
51,W,lives,2,W,1,0,460,5,2371
51,W,living,2,W,1,1,426,6,4034
51,W,local,2,W,1,1,452,5,4450
51,N,lombled,1,N,1,1,690,7,0
51,W,london,2,W,1,1,457,6,5368
51,W,long,2,W,1,1,633,4,13889
51,W,longer,2,W,1,0,471,6,4109
51,W,looked,2,W,1,0,435,6,9120
51,N,lornbints,1,N,1,1,457,9,0
51,N,lotawn,1,N,1,1,836,6,0
51,W,love,2,W,1,1,454,4,6321
51,N,lovoe,1,N,1,0,555,5,0
51,W,low,2,W,1,0,515,3,2536
51,N,lufic,1,N,1,1,424,5,0
51,N,maffice,1,N,1,0,470,7,0
51,N,maglide,1,N,1,1,578,7,0
51,W,main,2,W,1,0,492,4,3459
51,W,major,2,W,1,1,412,5,3322
51,W,making,2,W,1,0,444,6,4913
51,N,malms,1,N,1,1,734,5,0
51,N,mangly,2,W,0,1,365,6,0
51,N,martikes,1,N,1,1,709,8,0
51,N,maves,1,N,1,1,356,5,0
51,N,mavi,1,N,1,1,1307,4,0
51,W,may,2,W,1,1,359,3,18544
51,W,members,2,W,1,1,467,7,3700
51,W,men,2,W,1,1,467,3,11745
51,W,met,2,W,1,1,340,3,2650
51,W,met.,2,W,1,0,704,4,2652
51,N,micceed,1,N,1,1,796,7,0
51,W,middle,2,W,1,0,408,6,2737
51,N,mifed,2,W,0,1,478,5,0
51,N,milack,1,N,1,1,849,6,0
51,W,miles,2,W,1,1,462,5,2455
51,W,million,2,W,1,0,500,7,3518
51,N,minching,1,N,1,1,722,8,0
51,N,minsy,1,N,1,0,574,5,0
51,W,minutes,2,W,1,1,437,7,3829
51,N,mirt,1,N,1,1,1025,4,0
51,N,misprolt,1,N,1,1,401,8,0
51,N,misspeaf,1,N,1,1,1070,8,0
51,N,mithe,1,N,1,1,619,5,0
51,W,modern,2,W,1,0,812,6,2992
51,N,moroste,1,N,1,1,375,7,0
51,N,moughs,1,N,1,1,559,6,0
51,W,move,2,W,1,1,374,4,3314
51,W,much,2,W,1,1,602,4,21286
51,W,music,2,W,1,1,400,5,2391
51,W,must,2,W,1,1,583,4,16520
51,W,nature,2,W,1,1,725,6,3353
51,W,nearly,2,W,1,1,446,6,2465
51,W,needed,2,W,1,0,405,6,2755
51,W,needs,2,W,1,1,412,5,2940
51,N,nerror,1,N,1,0,590,6,0
51,W,never,2,W,1,1,780,5,16068
51,W,new,2,W,1,1,543,3,19011
51,W,next,2,W,1,1,701,4,8171
51,W,nice,2,W,1,1,532,4,2528
51,W,night,2,W,1,1,460,5,7671
51,N,niglip,1,N,1,1,473,6,0
51,N,nintings,1,N,1,1,497,8,0
51,N,nistoi,1,N,1,1,404,6,0
51,W,north,2,W,1,1,380,5,2579
51,W,nuclear,2,W,1,1,2401,7,2767
51,W,number,2,W,1,1,590,6,5715
51,N,oards,1,N,1,1,552,5,0
51,W,often,2,W,1,1,391,5,8409
51,W,one,2,W,1,1,499,3,61857
51,N,onlam,1,N,1,1,437,5,0
51,W,open,2,W,1,1,357,4,5291
51,N,outflay,1,N,1,1,546,7,0
51,W,outside,2,W,1,1,464,7,4573
51,N,pafts,1,N,1,1,417,5,0
51,N,palljord,1,N,1,1,1382,8,0
51,N,papit,1,N,1,1,505,5,0
51,W,parents,2,W,1,1,382,7,4413
51,W,party,2,W,1,1,374,5,6669
51,W,past,2,W,1,1,423,4,4922
51,W,pay,2,W,1,1,349,3,3399
51,N,paybods,1,N,1,1,568,7,0
51,W,person,2,W,1,1,428,6,4090
51,N,pesgert,1,N,1,1,520,7,0
51,N,phope,1,N,1,1,596,5,0
51,N,pimmers,1,N,1,1,775,7,0
51,N,pirtin,1,N,1,1,538,6,0
51,W,place,2,W,1,1,456,5,9768
51,N,plainpang,1,N,1,1,918,9,0
51,N,pluding,1,N,1,1,1044,7,0
51,N,poblor,1,N,1,1,818,6,0
51,W,point,2,W,1,1,473,5,7222
51,N,pokrons,1,N,1,1,774,7,0
51,N,pones,1,N,1,1,619,5,0
51,W,poor,2,W,1,0,487,4,4039
51,N,postbonds,1,N,1,1,687,9,0
51,W,power,2,W,1,0,388,5,5913
51,N,prache,1,N,1,1,521,6,0
51,N,predact,1,N,1,1,452,7,0
51,W,present,2,W,1,1,635,7,4386
51,W,press,2,W,1,1,768,5,2409
51,N,prug,1,N,1,0,510,4,0
51,W,put,1,N,0,1,428,3,12303
51,N,quave,1,N,1,1,1122,5,0
51,W,question,2,W,1,1,457,8,5211
51,W,quickly,2,W,1,1,497,7,2677
51,N,ralmy,1,N,1,1,567,5,0
51,N,ralp,1,N,1,1,398,4,0
51,N,rankpay,1,N,1,1,456,7,0
51,W,read,2,W,1,1,402,4,5247
51,W,reading,2,W,1,1,586,7,3232
51,W,really,2,W,1,0,433,6,10617
51,N,reast,1,N,1,1,756,5,0
51,N,rebants,1,N,1,1,609,7,0
51,N,rebobbed,2,W,0,1,957,8,0
51,N,rebole,1,N,1,0,363,6,0
51,N,resperce,1,N,1,1,479,8,0
51,N,restrudes,1,N,1,0,364,9,0
51,W,right,2,W,1,1,473,5,14779
51,N,rirble,1,N,1,1,515,6,0
51,N,roelies,1,N,1,1,604,7,0
51,N,rof,1,N,1,1,467,3,0
51,W,running,2,W,1,1,424,7,2925
51,N,ruttered,1,N,1,1,713,8,0
51,N,sawling,1,N,1,0,493,7,0
51,N,scanser,1,N,1,1,682,7,0
51,N,scorks,1,N,1,1,1094,6,0
51,N,scrawed,1,N,1,1,1076,7,0
51,N,scrembers,1,N,1,0,840,9,0
51,N,seabock,1,N,1,1,644,7,0
51,N,sebnent,1,N,1,1,475,7,0
51,W,second,2,W,1,1,546,6,6089
51,N,senia,1,N,1,0,597,5,0
51,W,sense,2,W,1,1,527,5,5149
51,W,sent,2,W,1,1,486,4,2755
51,N,sesemn,1,N,1,1,1179,6,0
51,N,sheihold,1,N,1,0,534,8,0
51,N,shele,1,N,1,0,448,5,0
51,N,shockle,1,N,1,1,452,7,0
51,W,short,2,W,1,1,343,5,3454
51,N,shothing,1,N,1,1,706,8,0
51,N,shuthogs,1,N,1,1,612,8,0
51,N,sildal,1,N,1,1,753,6,0
51,N,simly,1,N,1,1,531,5,0
51,W,simply,2,W,1,1,372,6,4161
51,N,sinesman,1,N,1,1,1681,8,0
51,W,single,2,W,1,1,458,6,2623
51,N,sittered,1,N,1,0,409,8,0
51,W,sitting,2,W,1,1,459,7,2687
51,W,six,2,W,1,1,318,3,3794
51,N,skyweak,1,N,1,1,637,7,0
51,N,sleener,1,N,1,1,779,7,0
51,N,smeardy,1,N,1,1,389,7,0
51,N,soathe,2,W,0,1,934,6,0
51,W,social,2,W,1,1,523,6,7192
51,N,soffle,1,N,1,1,1335,6,0
51,W,someone,2,W,1,1,424,7,3755
51,W,sometimes,2,W,1,1,417,9,5226
51,W,soon,2,W,1,1,776,4,5116
51,W,sort,2,W,1,1,463,4,5883
51,W,south,2,W,1,1,369,5,3512
51,N,spoomed,1,N,1,1,689,7,0
51,N,spush,1,N,1,1,510,5,0
51,N,squench,2,W,0,1,661,7,0
51,N,squites,1,N,1,1,593,7,0
51,W,stand,2,W,1,1,379,5,2462
51,W,start,2,W,1,1,465,5,3841
51,W,started,2,W,1,1,444,7,3630
51,N,stase,1,N,1,1,390,5,0
51,W,state,2,W,1,0,459,5,5299
51,W,stay,2,W,1,1,508,4,2792
51,N,stenned,1,N,1,1,719,7,0
51,W,stopped,2,W,1,0,574,7,2605
51,N,stouls,1,N,1,1,720,6,0
51,W,students,2,W,1,1,606,8,3587
51,W,study,2,W,1,1,460,5,2502
51,N,suare,1,N,1,0,475,5,0
51,W,subject,2,W,1,1,525,7,2952
51,W,sun,2,W,1,1,345,3,2689
51,W,sure,2,W,1,1,333,4,5439
51,W,system,2,W,1,1,601,6,5352
51,W,table,2,W,1,1,387,5,3645
51,W,take,2,W,1,1,385,4,13804
51,W,talk,2,W,1,1,458,4,4671
51,N,tantrids,1,N,1,0,446,8,0
51,N,tarve,1,N,1,1,706,5,0
51,N,tebts,1,N,1,1,484,5,0
51,N,tedge,1,N,1,1,899,5,0
51,W,terms,2,W,1,1,458,5,3097
51,N,texbres,1,N,1,1,396,7,0
51,N,thewsands,1,N,1,1,379,9,0
51,W,thing,1,N,0,0,389,5,9722
51,W,things,2,W,1,1,372,6,11100
51,W,think,2,W,1,1,387,5,21904
51,W,thinking,2,W,1,1,490,8,3239
51,W,third,2,W,1,1,444,5,3534
51,N,thorms,1,N,1,1,708,6,0
51,W,three,2,W,1,1,457,5,11344
51,N,thushing,1,N,1,1,965,8,0
51,N,thuting,1,N,1,1,586,7,0
51,N,timier,1,N,1,0,542,6,0
51,W,today,2,W,1,0,1217,5,4123
51,N,toge,1,N,1,1,519,4,0
51,W,told,2,W,1,1,448,4,8815
51,W,took,2,W,1,1,669,4,8508
51,W,total,2,W,1,0,486,5,2436
51,N,touding,1,N,1,1,393,7,0
51,N,towd,1,N,1,0,548,4,0
51,N,towth,1,N,1,1,362,5,0
51,N,trag,2,W,0,1,488,4,0
51,N,trartgerse,1,N,1,1,447,10,0
51,N,tredies,1,N,1,1,491,7,0
51,N,tricums,1,N,1,1,502,7,0
51,W,tried,2,W,1,1,932,5,3800
51,N,trirule,1,N,1,1,563,7,0
51,N,trombles,1,N,1,1,803,8,0
51,N,trote,1,N,1,1,481,5,0
51,W,trouble,2,W,1,1,431,7,2631
51,W,try,2,W,1,1,359,3,4804
51,W,trying,2,W,1,1,394,6,4318
51,N,tryres,1,N,1,1,425,6,0
51,N,tuge,1,N,1,1,544,4,0
51,N,tunted,1,N,1,1,667,6,0
51,N,tupgring,1,N,1,1,524,8,0
51,W,turned,2,W,1,1,332,6,5815
51,N,turos,1,N,1,1,447,5,0
51,N,twockotts,1,N,1,1,409,9,0
51,N,unrouse,1,N,1,1,607,7,0
51,N,varom,1,N,1,1,372,5,0
51,N,vatted,1,N,1,1,623,6,0
51,N,vazes,1,N,1,1,491,5,0
51,N,vikes,1,N,1,0,604,5,0
51,W,village,2,W,1,1,465,7,2422
51,W,voice,2,W,1,1,459,5,4159
51,W,waiting,2,W,1,1,837,7,2491
51,W,walked,2,W,1,1,612,6,2760
51,N,walkhound,1,N,1,1,1212,9,0
51,W,wall,2,W,1,1,434,4,2374
51,N,warlards,1,N,1,1,679,8,0
51,N,wartsag,1,N,1,1,525,7,0
51,N,watchgirds,1,N,1,1,703,10,0
51,W,ways,2,W,1,1,367,4,2793
51,N,weeter,1,N,1,1,623,6,0
51,N,weeveing,1,N,1,1,393,8,0
51,N,wexen,1,N,1,1,478,5,0
51,W,whether,2,W,1,1,546,7,5978
51,N,whorers,1,N,1,1,944,7,0
51,W,within,2,W,1,1,394,6,5239
51,W,woman,2,W,1,1,425,5,6072
51,W,women,2,W,1,1,1241,5,9169
51,N,wooneals,1,N,1,1,647,8,0
51,W,word,2,W,1,1,567,4,3950
51,W,work,2,W,1,1,367,4,14931
51,W,worked,2,W,1,1,497,6,2600
51,W,workers,2,W,1,1,692,7,3020
51,W,world,2,W,1,1,357,5,13345
51,W,would,2,W,1,1,364,5,52884
51,W,wrong,2,W,1,1,440,5,3754
51,W,year,2,W,1,1,426,4,9105
52,W,able,2,W,1,1,693,4,5870
52,N,adbries,1,N,1,1,533,7,0
52,N,affope,1,N,1,0,542,6,0
52,W,age,2,W,1,1,455,3,4437
52,W,ago,2,W,1,1,450,3,4030
52,N,ahord,1,N,1,1,574,5,0
52,W,air,2,W,1,1,520,3,4496
52,N,alap,1,N,1,1,479,4,0
52,N,allaps,1,N,1,1,519,6,0
52,N,alldets,1,N,1,1,456,7,0
52,N,allob,1,N,1,1,454,5,0
52,W,allowed,2,W,1,1,514,7,2370
52,W,almost,2,W,1,1,478,6,8426
52,W,alone,2,W,1,1,562,5,3714
52,N,anyne,1,N,1,1,476,5,0
52,W,area,2,W,1,1,496,4,3603
52,N,arecand,1,N,1,1,321,7,0
52,W,arms,2,W,1,0,496,4,2668
52,N,arrume,1,N,1,1,615,6,0
52,N,artbrace,1,N,1,1,543,8,0
52,N,asan,1,N,1,1,595,4,0
52,W,ask,2,W,1,1,643,3,4052
52,N,assones,1,N,1,1,404,7,0
52,N,atake,1,N,1,1,750,5,0
52,N,ayards,1,N,1,1,411,6,0
52,N,aydran,1,N,1,1,416,6,0
52,W,baby,2,W,1,1,789,4,3281
52,W,back,2,W,1,1,635,4,22071
52,N,baise,1,N,1,1,387,5,0
52,N,beave,1,N,1,1,581,5,0
52,N,beaved,1,N,1,0,537,6,0
52,W,become,2,W,1,1,810,6,6925
52,W,bed,2,W,1,1,416,3,4376
52,W,began,2,W,1,1,550,5,6392
52,W,behind,2,W,1,1,528,6,5741
52,W,believe,2,W,1,0,472,7,5156
52,N,bequtch,1,N,1,1,421,7,0
52,W,big,2,W,1,1,506,3,5677
52,N,bisters,1,N,1,1,794,7,0
52,W,black,2,W,1,1,522,5,6011
52,N,blant,1,N,1,1,670,5,0
52,N,blindmows,1,N,1,0,595,9,0
52,W,books,2,W,1,1,696,5,2948
52,W,boys,1,N,0,0,210,4,2599
52,N,brap,1,N,1,1,693,4,0
52,N,brears,1,N,1,1,689,6,0
52,N,breefs,1,N,1,1,612,6,0
52,W,britain,2,W,1,1,498,7,4169
52,N,bruite,1,N,1,1,497,6,0
52,N,buddhands,1,N,1,0,464,9,0
52,W,building,2,W,1,1,427,8,2854
52,N,bumb,1,N,1,1,541,4,0
52,N,bumpfirth,1,N,1,1,578,9,0
52,N,burdemned,1,N,1,1,739,9,0
52,N,caicets,1,N,1,1,451,7,0
52,N,caiths,1,N,1,1,544,6,0
52,W,call,2,W,1,1,431,4,4276
52,W,car,2,W,1,1,517,3,4944
52,W,case,2,W,1,1,523,4,6866
52,N,caspode,1,N,1,0,520,7,0
52,N,causemen,1,N,1,1,558,8,0
52,N,cedders,1,N,1,1,511,7,0
52,W,cent,2,W,1,1,573,4,10038
52,W,centre,2,W,1,1,497,6,3135
52,N,chalms,1,N,1,1,554,6,0
52,W,chance,2,W,1,1,525,6,2621
52,W,change,2,W,1,0,506,6,4909
52,N,chimbles,1,N,1,0,591,8,0
52,N,chinty,1,N,1,1,437,6,0
52,W,class,2,W,1,1,496,5,3793
52,N,clealy,1,N,1,1,579,6,0
52,W,clearly,2,W,1,1,558,7,2561
52,N,cleased,1,N,1,1,819,7,0
52,N,cleshing,1,N,1,0,523,8,0
52,N,clushed,1,N,1,1,738,7,0
52,N,codcreel,1,N,1,0,473,8,0
52,N,coflu,1,N,1,1,549,5,0
52,N,coirs,1,N,1,1,642,5,0
52,N,combens,1,N,1,0,453,7,0
52,W,come,1,N,0,1,416,4,15605
52,W,comes,1,N,0,0,622,5,3394
52,W,common,2,W,1,1,585,6,3234
52,N,compots,2,W,0,1,808,7,0
52,N,conculls,1,N,1,1,517,8,0
52,N,connes,1,N,1,1,508,6,0
52,N,conzes,1,N,1,1,466,6,0
52,N,copting,1,N,1,1,862,7,0
52,W,cost,2,W,1,1,450,4,2497
52,W,country,2,W,1,0,590,7,6561
52,N,crailbred,1,N,1,1,611,9,0
52,N,crankness,2,W,0,1,805,9,0
52,N,crirps,1,N,1,0,448,6,0
52,N,critecruss,1,N,1,1,663,10,0
52,N,crostcind,1,N,1,1,550,9,0
52,N,cucking,1,N,1,1,581,7,0
52,N,cunkect,1,N,1,1,494,7,0
