participant,lexicality,spelling,button,response,accuracy,previous_accuracy,rt,nletters,CELEX_frequency
20,N,mocksmess,1,N,1,1,673,9,0
20,N,molions,1,N,1,1,968,7,0
20,N,mollow,1,N,1,1,643,6,0
20,W,moment,2,W,1,1,490,6,5965
20,W,money,2,W,1,1,655,5,7226
20,W,months,2,W,1,1,761,6,4052
20,W,morning,2,W,1,1,502,7,5406
20,N,mortans,1,N,1,1,1109,7,0
20,N,morth,1,N,1,1,751,5,0
20,W,mother,2,W,1,1,475,6,7662
20,N,moundtrash,1,N,1,1,983,10,0
20,W,mouth,2,W,1,1,475,5,2411
20,W,moved,2,W,1,0,517,5,3140
20,W,movement,2,W,1,1,496,8,3426
20,N,murans,1,N,1,1,552,6,0
20,N,murtide,1,N,1,1,719,7,0
20,W,name,2,W,1,1,814,4,4736
20,W,natural,2,W,1,1,577,7,2871
20,N,naubles,1,N,1,1,725,7,0
20,W,near,2,W,1,1,703,4,3377
20,W,need,2,W,1,1,490,4,8342
20,N,nenceless,1,N,1,0,828,9,0
20,N,nightdrab,1,N,1,1,594,9,0
20,W,nothing,2,W,1,1,659,7,9210
20,W,office,2,W,1,1,486,6,4460
20,W,oh,2,W,1,0,563,2,8158
20,W,old,2,W,1,1,698,3,13198
20,N,onching,1,N,1,1,732,7,0
20,W,ones,2,W,1,1,491,4,2555
20,N,ony,1,N,1,1,499,3,0
20,W,opened,2,W,1,1,612,6,2405
20,W,order,2,W,1,1,817,5,4865
20,W,others,2,W,1,1,482,6,5597
20,N,outsears,1,N,1,1,737,8,0
20,N,pafts,1,N,1,1,457,5,0
20,W,paper,2,W,1,0,491,5,3128
20,W,part,1,N,0,1,749,4,8895
20,W,passed,2,W,1,0,702,6,2490
20,W,people,2,W,1,1,493,6,26215
20,W,per,1,N,0,1,635,3,6515
20,W,perhaps,2,W,1,1,593,7,8487
20,W,period,2,W,1,1,512,6,3056
20,W,personal,2,W,1,1,513,8,2666
20,N,pewyer,1,N,1,1,523,6,0
20,N,phamecalls,1,N,1,0,582,10,0
20,N,phicker,1,N,1,1,591,7,0
20,N,pift,1,N,1,1,615,4,0
20,N,pimmers,1,N,1,1,1272,7,0
20,N,pirched,1,N,1,1,900,7,0
20,N,pitroods,1,N,1,1,604,8,0
20,N,plansgrant,1,N,1,1,702,10,0
20,W,play,2,W,1,1,673,4,4951
20,N,plewers,1,N,1,1,637,7,0
20,W,police,2,W,1,1,465,6,3770
20,N,pones,1,N,1,0,1061,5,0
20,N,poocer,1,N,1,1,524,6,0
20,N,portbile,1,N,1,1,610,8,0
20,W,pounds,2,W,1,1,515,6,3922
20,N,predoxed,1,N,1,1,943,8,0
20,N,preruncts,1,N,1,1,425,9,0
20,W,private,2,W,1,1,533,7,3456
20,W,problem,2,W,1,1,532,7,4785
20,W,problems,2,W,1,1,486,8,4268
20,W,process,2,W,1,1,505,7,2687
20,N,progger,1,N,1,1,646,7,0
20,N,progners,1,N,1,1,644,8,0
20,N,prussosks,1,N,1,0,522,9,0
20,W,public,2,W,1,1,1170,6,6382
20,N,puel,1,N,1,1,764,4,0
20,N,puge,1,N,1,1,912,4,0
20,N,quardes,1,N,1,1,544,7,0
20,N,quiprant,1,N,1,1,1006,8,0
20,W,quite,2,W,1,1,950,5,9866
20,N,radil,1,N,1,1,608,5,0
20,N,raffis,1,N,1,1,565,6,0
20,W,rate,2,W,1,1,732,4,2530
20,W,rather,2,W,1,1,657,6,9199
20,N,rawed,1,N,1,1,1050,5,0
20,W,reached,2,W,1,1,601,7,2485
20,W,reason,2,W,1,1,1211,6,4132
20,N,rebite,1,N,1,1,777,6,0
20,N,recelts,1,N,1,1,485,7,0
20,W,red,2,W,1,0,493,3,3030
20,N,redoped,1,N,1,0,838,7,0
20,N,rengers,1,N,1,1,921,7,0
20,W,report,2,W,1,1,527,6,2416
20,N,reser,1,N,1,0,514,5,0
20,N,resoss,1,N,1,0,547,6,0
20,W,rest,2,W,1,1,441,4,3880
20,W,result,2,W,1,1,500,6,3031
20,W,return,2,W,1,1,560,6,2729
20,N,rhinsing,1,N,1,1,590,8,0
20,N,rhylic,1,N,1,1,570,6,0
20,N,rickthew,1,N,1,1,581,8,0
20,N,riercing,1,N,1,1,535,8,0
20,N,rimby,1,N,1,1,477,5,0
20,W,road,2,W,1,0,463,4,3791
20,N,rof,1,N,1,1,518,3,0
20,N,rols,1,N,1,1,534,4,0
20,N,romedud,1,N,1,1,628,7,0
20,W,room,2,W,1,1,528,4,8249
20,W,round,2,W,1,1,651,5,5913
20,N,ruce,1,N,1,1,698,4,0
20,W,run,2,W,1,1,477,3,4117
20,N,runpain,1,N,1,1,638,7,0
20,N,ruskes,2,W,0,1,747,6,0
20,N,saff,1,N,1,0,557,4,0
20,W,said,2,W,1,1,919,4,49655
20,N,sanks,1,N,1,1,2872,5,0
20,W,sat,2,W,1,1,939,3,4085
20,W,saw,2,W,1,0,440,3,6944
20,W,say,2,W,1,1,461,3,15720
20,W,saying,2,W,1,1,500,6,3811
20,W,says,2,W,1,1,590,4,7411
20,N,scaycul,1,N,1,1,563,7,0
20,W,school,2,W,1,1,476,6,6984
20,N,schoolrurls,1,N,1,1,564,11,0
20,N,scoods,1,N,1,1,495,6,0
20,W,sea,2,W,1,1,466,3,2872
20,N,seasdess,1,N,1,1,740,8,0
20,N,secents,1,N,1,0,574,7,0
20,W,see,2,W,1,1,859,3,20968
20,N,seeled,1,N,1,1,483,6,0
20,W,seem,2,W,1,1,1014,4,3948
20,W,seemed,1,N,0,1,416,6,7460
20,W,seems,2,W,1,0,628,5,4342
20,W,seen,2,W,1,1,532,4,6750
20,W,serious,2,W,1,1,776,7,2440
20,N,sern,1,N,1,1,607,4,0
20,W,service,2,W,1,1,558,7,3204
20,W,set,2,W,1,1,753,3,6687
20,W,several,2,W,1,1,1610,7,4306
20,W,shall,2,W,1,1,522,5,4085
20,N,shiders,1,N,1,0,602,7,0
20,W,show,2,W,1,1,552,4,4165
20,N,shriel,1,N,1,1,656,6,0
20,N,shugs,2,W,0,1,568,5,0
20,N,sickstone,1,N,1,1,670,9,0
20,W,side,2,W,1,1,474,4,6943
20,N,siendly,1,N,1,1,492,7,0
20,W,simple,2,W,1,1,621,6,2693
20,W,since,2,W,1,1,737,5,8970
20,N,sinwreant,1,N,1,1,472,9,0
20,W,sir,2,W,1,0,619,3,2991
20,N,sittered,1,N,1,1,1781,8,0
20,N,sloredess,1,N,1,1,501,9,0
20,N,slounding,1,N,1,1,705,9,0
20,W,slowly,2,W,1,1,646,6,2363
20,W,small,2,W,1,1,439,5,9343
20,N,smaw,1,N,1,1,498,4,0
20,N,soathe,1,N,1,1,1203,6,0
20,W,something,2,W,1,0,598,9,12776
20,W,son,2,W,1,1,470,3,2858
20,N,sonches,1,N,1,0,856,7,0
20,W,sound,2,W,1,1,506,5,2989
20,W,soviet,2,W,1,1,1262,6,2543
20,N,spamped,1,N,1,1,755,7,0
20,N,spancing,1,N,1,1,778,8,0
20,N,spanes,1,N,1,1,618,6,0
20,W,special,2,W,1,1,490,7,3501
20,N,spelty,1,N,1,1,1471,6,0
20,W,spent,2,W,1,0,1059,5,2531
20,N,spetlin,1,N,1,1,552,7,0
20,N,spiy,1,N,1,1,609,4,0
20,N,splilling,1,N,1,1,2947,9,0
20,N,spolt,1,N,1,1,942,5,0
20,N,spom,1,N,1,1,650,4,0
20,N,spough,1,N,1,1,655,6,0
20,N,spraw,1,N,1,1,1248,5,0
20,N,sprealman,1,N,1,1,671,9,0
20,N,spreen,1,N,1,1,1071,6,0
20,N,spush,1,N,1,1,559,5,0
20,N,squrenees,1,N,1,1,529,9,0
20,W,stage,2,W,1,1,709,5,2528
20,N,stangroods,1,N,1,1,800,10,0
20,N,stase,1,N,1,1,1176,5,0
20,W,states,2,W,1,1,649,6,3326
20,N,stempling,1,N,1,1,641,9,0
20,W,still,2,W,1,1,706,5,16293
20,N,stockles,1,N,1,1,744,8,0
20,W,stood,2,W,1,1,554,5,3810
20,W,stop,2,W,1,1,577,4,3135
20,W,story,2,W,1,1,595,5,2992
20,N,stote,1,N,1,1,552,5,0
20,W,street,2,W,1,1,430,6,4546
20,W,strong,2,W,1,1,451,6,2989
20,N,struelchen,1,N,1,1,522,10,0
20,N,stut,1,N,1,1,640,4,0
20,N,subsone,1,N,1,1,711,7,0
20,W,support,2,W,1,1,602,7,3265
20,W,suppose,2,W,1,1,464,7,2813
20,N,swardly,1,N,1,1,573,7,0
20,N,swib,1,N,1,1,559,4,0
20,N,swignet,1,N,1,1,850,7,0
20,N,swornstay,1,N,1,1,623,9,0
20,N,tagled,1,N,1,1,1150,6,0
20,W,taken,2,W,1,1,460,5,6071
20,W,taking,2,W,1,1,1185,6,3773
20,W,talking,2,W,1,1,996,7,3267
20,N,tanbet,1,N,1,1,1020,6,0
20,N,tartbiece,1,N,1,1,644,9,0
20,N,tastend,1,N,1,1,1380,7,0
20,N,tawls,1,N,1,1,724,5,0
20,N,techmigue,1,N,1,1,1044,9,0
20,W,tell,2,W,1,0,488,4,8032
20,N,telps,1,N,1,1,699,5,0
20,W,ten,2,W,1,1,528,3,4054
20,N,thamped,1,N,1,1,691,7,0
20,W,therefore,2,W,1,1,549,9,3601
20,W,thought,2,W,1,1,411,7,12866
20,W,thus,2,W,1,1,566,4,3219
20,W,time,2,W,1,1,644,4,32093
20,W,times,2,W,1,0,641,5,6266
20,N,tinchened,1,N,1,1,785,9,0
20,N,tissil,1,N,1,1,648,6,0
20,N,tonders,1,N,1,1,656,7,0
20,W,top,2,W,1,1,568,3,4240
20,N,toshdouse,1,N,1,1,603,9,0
20,W,towards,2,W,1,1,516,7,4700
20,N,towd,1,N,1,1,540,4,0
20,W,town,2,W,1,1,563,4,3328
20,W,trade,2,W,1,1,454,5,2967
20,N,trag,1,N,1,1,628,4,0
20,N,trardess,1,N,1,1,832,8,0
20,N,trolies,2,W,0,1,658,7,0
20,N,tuede,1,N,1,1,468,5,0
20,N,tuge,1,N,1,1,583,4,0
20,N,tunted,1,N,1,0,947,6,0
20,W,turn,2,W,1,NA,542,4,4226
20,N,tushing,1,N,1,1,853,7,0
20,W,two,2,W,1,0,529,3,24552
20,W,union,2,W,1,1,725,5,3587
20,W,upon,2,W,1,1,525,4,4978
20,W,us,2,W,1,1,992,2,33195
20,W,use,2,W,1,1,454,3,8700
20,W,used,2,W,1,1,464,4,9235
20,W,using,1,N,0,0,562,5,2436
20,N,vawess,1,N,1,0,1155,6,0
20,W,view,1,N,0,1,442,4,3903
20,N,wamble,1,N,1,1,664,6,0
20,W,want,2,W,1,1,591,4,11700
20,W,wanted,2,W,1,1,459,6,6000
20,W,war,2,W,1,1,685,3,6082
20,W,water,2,W,1,1,429,5,7749
20,W,way,2,W,1,1,485,3,21570
20,N,weath,1,N,1,1,795,5,0
20,W,week,2,W,1,0,529,4,4853
20,W,weeks,2,W,1,0,527,5,2859
20,W,well,2,W,1,0,518,4,24382
20,W,went,2,W,1,1,593,4,12396
20,N,wessing,1,N,1,1,747,7,0
20,W,west,2,W,1,1,587,4,3368
20,W,white,2,W,1,1,834,5,6594
20,W,whole,2,W,1,1,544,5,7546
20,W,whose,2,W,1,1,604,5,4005
20,W,wife,2,W,1,1,479,4,3777
20,W,window,2,W,1,1,742,6,2372
20,W,without,2,W,1,1,1112,7,10421
20,N,woob,1,N,1,1,550,4,0
20,W,words,2,W,1,1,496,5,4878
20,W,working,2,W,1,1,509,7,4544
20,W,years,2,W,1,1,543,5,16371
20,N,yeomee,1,N,1,1,437,6,0
20,W,yes,2,W,1,1,499,3,13855
20,W,yet,2,W,1,1,597,3,8399
20,W,young,2,W,1,1,696,5,7958
20,N,zoosots,1,N,1,0,569,7,0
21,W,across,1,W,1,1,509,6,5000
21,W,act,1,W,1,0,448,3,3354
21,W,action,1,W,1,1,418,6,3228
21,N,adbu,2,N,1,1,553,4,0
21,W,along,1,W,1,1,434,5,5267
21,W,also,1,W,1,1,538,4,16496
21,W,although,1,W,1,0,574,8,5424
21,W,always,1,W,1,1,693,6,11850
21,N,ammict,2,N,1,0,486,6,0
21,W,among,1,W,1,1,478,5,5090
21,W,answer,1,W,1,1,451,6,3161
21,W,areas,1,W,1,1,651,5,2549
21,W,around,1,W,1,1,501,6,9011
21,W,art,1,W,1,0,517,3,2972
21,N,ascude,2,N,1,0,672,6,0
21,N,ashpen,2,N,1,1,590,6,0
21,W,asked,1,W,1,1,463,5,8385
21,N,aturts,2,N,1,0,575,6,0
21,W,away,1,W,1,1,451,4,12155
21,W,bad,1,W,1,1,491,3,3755
21,N,baise,2,N,1,1,650,5,0
21,N,bangboy,2,N,1,1,755,7,0
21,W,bank,1,W,1,1,474,4,2385
21,N,bankrough,2,N,1,1,955,9,0
21,N,bardays,2,N,1,1,543,7,0
21,N,basots,2,N,1,1,520,6,0
21,W,became,1,W,1,1,479,6,4792
21,N,beeched,2,N,1,0,611,7,0
21,N,begrille,2,N,1,1,548,8,0
21,N,behoil,2,N,1,1,525,6,0
21,N,bejove,2,N,1,0,653,6,0
21,N,bempled,2,N,1,1,488,7,0
21,N,benaft,2,N,1,1,575,6,0
21,W,best,1,W,1,1,841,4,6187
21,W,better,1,W,1,1,447,6,8101
21,W,beyond,1,W,1,1,519,6,2757
21,N,billaged,2,N,1,1,755,8,0
21,N,bired,2,N,1,1,594,5,0
21,W,bit,1,W,1,1,681,3,4307
21,W,blood,1,W,1,1,479,5,2536
21,N,blossed,2,N,1,1,793,7,0
21,N,bluffmess,2,N,1,1,766,9,0
21,N,boached,2,N,1,1,762,7,0
21,W,body,1,W,1,1,453,4,5243
21,W,book,1,W,1,0,483,4,4932
21,N,boonsless,2,N,1,0,542,9,0
21,W,boy,1,W,1,1,576,3,3876
21,N,braggrass,2,N,1,0,498,9,0
21,N,brap,2,N,1,1,871,4,0
21,N,brater,2,N,1,0,474,6,0
21,N,bridgemalts,2,N,1,1,671,11,0
21,W,bring,1,W,1,1,408,5,3252
21,W,british,1,W,1,0,689,7,6557
21,W,brought,1,W,1,1,1032,7,4460
21,N,buckoche,2,N,1,1,843,8,0
21,W,business,1,W,1,1,462,8,4234
21,N,cabe,2,N,1,1,485,4,0
21,N,cadlor,2,N,1,1,508,6,0
21,W,called,1,W,1,0,457,6,7490
21,W,came,2,N,0,0,558,4,12508
21,W,cannot,2,N,0,1,815,6,4435
21,W,care,2,N,0,1,836,4,3128
21,N,cealings,2,N,1,1,1630,8,0
21,N,cenflel,2,N,1,1,539,7,0
21,W,certain,1,W,1,0,483,7,5226
21,N,chacloned,2,N,1,1,499,9,0
21,N,chaked,2,N,1,1,506,6,0
21,W,changed,2,N,0,1,449,7,4105
21,N,cheld,2,N,1,1,616,5,0
21,W,child,1,W,1,0,401,5,7645
21,W,children,1,W,1,1,504,8,11744
21,N,chompy,2,N,1,0,363,6,0
21,W,church,1,W,1,1,501,6,2844
21,N,cied,2,N,1,0,818,4,0
21,W,city,1,W,1,1,455,4,3796
21,N,clammest,2,N,1,0,486,8,0
21,W,clear,1,W,1,1,582,5,4218
21,W,close,1,W,1,1,523,5,3636
21,N,clothmate,2,N,1,1,1967,9,0
21,N,coaxhound,2,N,1,1,543,9,0
21,N,coirs,2,N,1,0,665,5,0
21,W,cold,1,W,1,1,488,4,3236
21,W,coming,1,W,1,0,562,6,4050
21,N,compends,1,W,0,1,535,8,0
21,N,conceeled,2,N,1,1,1212,9,0
21,W,concerned,1,W,1,0,649,9,2492
21,N,conculls,2,N,1,1,851,8,0
21,N,congides,2,N,1,0,554,8,0
21,N,congues,2,N,1,0,1132,7,0
21,W,control,1,W,1,1,696,7,3876
21,N,cornan,2,N,1,1,499,6,0
21,W,could,1,W,1,1,661,5,33660
21,W,countries,1,W,1,0,743,9,3979
21,W,course,1,W,1,0,855,6,11914
21,N,cowat,2,N,1,1,430,5,0
21,N,cowrurl,2,N,1,1,616,7,0
21,N,crawbiers,2,N,1,0,445,9,0
21,N,crerps,2,N,1,1,560,6,0
21,N,cribles,2,N,1,0,548,7,0
21,N,crobby,2,N,1,1,559,6,0
21,N,crovos,2,N,1,1,500,6,0
21,N,crynching,2,N,1,1,629,9,0
21,N,cucking,2,N,1,1,605,7,0
21,N,daklies,2,N,1,1,629,7,0
21,N,dape,2,N,1,1,947,4,0
21,W,day,1,W,1,1,439,3,13729
21,N,delinds,2,N,1,1,721,7,0
21,N,detissed,2,N,1,1,587,8,0
21,W,different,1,W,1,1,511,9,7170
21,N,disracks,2,N,1,1,1566,8,0
21,N,docing,2,N,1,1,426,6,0
21,W,doctor,1,W,1,0,549,6,2376
21,W,done,1,W,1,1,483,4,7282
21,W,door,1,W,1,1,520,4,5891
21,N,douachest,2,N,1,1,523,9,0
21,W,doubt,1,W,1,1,429,5,2710
21,N,doyly,2,N,1,0,498,5,0
21,N,drampers,2,N,1,1,1935,8,0
21,N,drog,2,N,1,1,625,4,0
21,N,drowled,2,N,1,1,1049,7,0
21,N,durl,2,N,1,0,535,4,0
21,N,dwat,2,N,1,1,818,4,0
21,W,easy,1,W,1,0,542,4,2686
21,W,eat,1,W,1,1,525,3,2424
21,N,ebarge,2,N,1,0,1499,6,0
21,W,effect,1,W,1,1,534,6,2837
21,N,efu,2,N,1,1,486,3,0
21,N,ellat,2,N,1,1,467,5,0
21,W,else,1,W,1,1,486,4,4875
21,N,encu,2,N,1,0,880,4,0
21,W,end,1,W,1,1,531,3,8359
21,N,endips,2,N,1,1,472,6,0
21,W,er,2,N,0,1,495,2,6245
21,N,eruct,2,N,1,1,674,5,0
21,W,europe,1,W,1,1,997,6,2784
21,W,ever,1,W,1,0,424,4,8047
21,W,eyes,1,W,1,0,557,4,7100
21,W,face,1,W,1,1,431,4,8000
21,N,faltet,2,N,1,1,486,6,0
21,W,father,1,W,1,1,452,6,5942
21,W,fear,1,W,1,0,541,4,2791
21,N,feasing,2,N,1,1,2955,7,0
21,W,feel,1,W,1,1,379,4,6650
21,W,feeling,1,W,1,0,401,7,3606
21,W,felt,1,W,1,1,993,4,7245
21,N,fench,1,W,0,1,473,5,0
21,N,fesons,2,N,1,1,521,6,0
21,N,fessiers,2,N,1,1,737,8,0
21,N,figing,2,N,1,1,602,6,0
21,W,fish,1,W,1,1,554,4,3064
21,W,five,1,W,1,1,506,4,5226
21,N,flawer,2,N,1,1,681,6,0
21,N,flold,2,N,1,1,769,5,0
21,N,floot,2,N,1,1,708,5,0
21,N,foke,2,N,1,0,591,4,0
21,W,followed,1,W,1,1,514,8,2345
21,N,folt,2,N,1,1,537,4,0
21,N,fongues,2,N,1,1,1200,7,0
21,W,food,1,W,1,1,458,4,4552
21,W,force,1,W,1,1,488,5,3048
21,W,form,1,W,1,1,472,4,4797
21,W,found,1,W,1,0,538,5,8630
21,W,four,1,W,1,1,475,4,5843
21,N,fowns,2,N,1,1,548,5,0
21,N,frauselies,2,N,1,1,613,10,0
21,W,free,1,W,1,1,478,4,3734
21,N,frelled,2,N,1,1,530,7,0
21,W,french,1,W,1,1,1092,6,2677
21,W,friend,1,W,1,1,614,6,3087
21,N,frithed,2,N,1,1,749,7,0
21,N,fronter,2,N,1,1,1056,7,0
21,N,frurlier,2,N,1,1,557,8,0
21,N,fulchom,2,N,1,1,537,7,0
21,N,futches,2,N,1,0,546,7,0
21,N,gastas,2,N,1,1,1090,6,0
21,N,gattered,2,N,1,0,1354,8,0
21,W,get,1,W,1,1,467,3,20944
21,W,getting,1,W,1,1,786,7,4395
21,W,girl,1,W,1,1,736,4,4944
21,W,girls,1,W,1,1,899,5,2912
21,W,give,1,W,1,0,622,4,8660
21,W,given,1,W,1,1,526,5,6045
21,N,glubume,2,N,1,1,515,7,0
21,W,go,1,W,1,1,446,2,18870
21,W,god,1,W,1,1,706,3,4668
21,W,goes,1,W,1,1,641,4,2783
21,W,gone,1,W,1,1,421,4,4521
21,W,got,1,W,1,0,666,3,15400
21,W,green,1,W,1,1,458,5,2648
21,N,griteie,2,N,1,1,1020,7,0
21,N,grussier,2,N,1,1,618,8,0
21,N,guggaw,2,N,1,1,676,6,0
21,N,gumbler,2,N,1,1,595,7,0
21,N,gunwhiffs,2,N,1,1,512,9,0
21,N,gups,2,N,1,1,619,4,0
21,N,gyrbets,2,N,1,1,474,7,0
21,N,hadge,2,N,1,1,699,5,0
21,N,haffs,2,N,1,1,698,5,0
21,W,half,1,W,1,1,658,4,5895
21,W,hand,1,W,1,1,715,4,8217
21,N,hangcul,2,N,1,1,770,7,0
21,W,happened,1,W,1,1,446,8,3440
21,W,happy,1,W,1,0,522,5,2423
21,N,hawls,1,W,0,1,730,5,0
21,W,head,1,W,1,1,500,4,8174
21,W,hear,1,W,1,1,541,4,3344
21,W,help,1,W,1,1,525,4,6731
21,N,hertive,2,N,1,1,773,7,0
21,N,hewsest,2,N,1,0,1357,7,0
21,N,hids,2,N,1,0,583,4,0
21,W,higher,1,W,1,0,605,6,2411
21,W,home,1,W,1,1,1030,4,8831
21,W,hot,1,W,1,0,500,3,2498
21,W,hour,1,W,1,1,460,4,2867
21,W,hours,1,W,1,1,453,5,3881
21,N,hulsy,2,N,1,0,568,5,0
21,W,human,1,W,1,1,447,5,5440
21,W,hundred,1,W,1,1,516,7,3568
21,N,hunflads,2,N,1,1,594,8,0
21,N,huppies,2,N,1,1,631,7,0
21,N,inbust,2,N,1,1,961,6,0
21,N,insones,2,N,1,1,667,7,0
21,W,instead,1,W,1,0,433,7,3028
21,W,involved,1,W,1,1,558,8,2704
21,N,iplate,2,N,1,1,505,6,0
21,N,isher,2,N,1,0,660,5,0
21,N,ision,2,N,1,1,441,5,0
21,N,jast,2,N,1,1,603,4,0
21,N,jaughts,2,N,1,1,533,7,0
21,N,juiring,2,N,1,1,841,7,0
21,N,kempian,2,N,1,0,383,7,0
21,W,kept,1,W,1,1,584,4,3750
21,N,khala,2,N,1,1,375,5,0
21,N,khandles,2,N,1,1,547,8,0
21,W,kind,1,W,1,1,515,4,8005
21,W,know,1,W,1,0,582,4,24352
21,W,known,1,W,1,1,619,5,4560
21,N,laf,2,N,1,1,452,3,0
21,N,lape,2,N,1,1,823,4,0
21,W,large,1,W,1,1,567,5,6638
21,N,lasits,2,N,1,1,539,6,0
21,W,late,1,W,1,1,526,4,3648
21,W,lay,2,N,0,1,358,3,2800
21,N,leckosks,2,N,1,1,374,8,0
21,W,led,1,W,1,1,447,3,2440
21,W,level,1,W,1,1,468,5,3433
21,W,light,1,W,1,1,408,5,5153
21,W,likely,1,W,1,1,559,6,3278
21,N,limetinge,2,N,1,0,711,9,0
21,N,lisedess,2,N,1,1,550,8,0
21,W,lives,1,W,1,1,541,5,2371
21,W,living,1,W,1,0,525,6,4034
21,W,local,1,W,1,1,527,5,4450
21,N,lombled,2,N,1,1,561,7,0
21,W,london,1,W,1,1,455,6,5368
21,W,long,1,W,1,1,1402,4,13889
21,W,longer,1,W,1,1,572,6,4109
21,W,looked,1,W,1,1,500,6,9120
21,N,lornbints,2,N,1,1,1237,9,0
21,N,lotawn,2,N,1,1,699,6,0
21,W,love,1,W,1,1,436,4,6321
21,N,lovoe,2,N,1,1,831,5,0
21,W,low,1,W,1,1,511,3,2536
21,N,lufic,2,N,1,1,969,5,0
21,N,maffice,2,N,1,1,755,7,0
21,N,maglide,2,N,1,1,443,7,0
21,W,main,1,W,1,1,1029,4,3459
21,W,major,1,W,1,0,556,5,3322
21,W,making,1,W,1,1,778,6,4913
21,N,malms,2,N,1,1,519,5,0
21,N,mangly,2,N,1,1,1621,6,0
21,N,martikes,2,N,1,1,603,8,0
21,N,maves,2,N,1,1,551,5,0
21,N,mavi,2,N,1,1,460,4,0
21,W,may,1,W,1,1,543,3,18544
21,W,members,1,W,1,1,657,7,3700
21,W,men,1,W,1,1,557,3,11745
21,W,met,1,W,1,1,637,3,2650
21,W,met.,2,N,0,1,615,4,2652
21,N,micceed,2,N,1,0,781,7,0
21,W,middle,1,W,1,1,509,6,2737
21,N,mifed,2,N,1,1,1027,5,0
21,N,milack,2,N,1,1,590,6,0
21,W,miles,1,W,1,1,714,5,2455
21,W,million,1,W,1,1,510,7,3518
21,N,minching,2,N,1,1,799,8,0
21,N,minsy,2,N,1,1,726,5,0
21,W,minutes,1,W,1,1,498,7,3829
21,N,mirt,2,N,1,1,978,4,0
21,N,misprolt,2,N,1,1,521,8,0
21,N,misspeaf,2,N,1,1,628,8,0
21,N,mithe,2,N,1,0,626,5,0
21,W,modern,1,W,1,1,580,6,2992
21,N,moroste,2,N,1,0,905,7,0
21,N,moughs,2,N,1,1,668,6,0
21,W,move,1,W,1,1,526,4,3314
21,W,much,1,W,1,0,678,4,21286
21,W,music,1,W,1,1,507,5,2391
21,W,must,1,W,1,0,595,4,16520
21,W,nature,1,W,1,0,525,6,3353
21,W,nearly,1,W,1,0,550,6,2465
21,W,needed,1,W,1,1,529,6,2755
21,W,needs,1,W,1,1,535,5,2940
21,N,nerror,2,N,1,1,615,6,0
21,W,never,1,W,1,1,674,5,16068
21,W,new,1,W,1,1,408,3,19011
21,W,next,1,W,1,1,540,4,8171
21,W,nice,1,W,1,0,617,4,2528
21,W,night,1,W,1,1,548,5,7671
21,N,niglip,2,N,1,1,522,6,0
21,N,nintings,2,N,1,1,605,8,0
21,N,nistoi,2,N,1,1,491,6,0
21,W,north,1,W,1,1,456,5,2579
21,W,nuclear,1,W,1,1,550,7,2767
21,W,number,1,W,1,1,420,6,5715
21,N,oards,2,N,1,0,571,5,0
21,W,often,1,W,1,1,581,5,8409
21,W,one,1,W,1,1,434,3,61857
21,N,onlam,2,N,1,1,558,5,0
21,W,open,1,W,1,0,558,4,5291
21,N,outflay,2,N,1,1,506,7,0
21,W,outside,1,W,1,1,790,7,4573
21,N,pafts,2,N,1,1,633,5,0
21,N,palljord,2,N,1,0,597,8,0
21,N,papit,2,N,1,1,582,5,0
21,W,parents,1,W,1,1,649,7,4413
21,W,party,1,W,1,1,528,5,6669
21,W,past,1,W,1,1,650,4,4922
21,W,pay,1,W,1,1,501,3,3399
21,N,paybods,2,N,1,1,599,7,0
21,W,person,1,W,1,1,547,6,4090
21,N,pesgert,2,N,1,1,699,7,0
21,N,phope,2,N,1,1,780,5,0
21,N,pimmers,2,N,1,0,532,7,0
21,N,pirtin,2,N,1,0,465,6,0
21,W,place,1,W,1,1,575,5,9768
21,N,plainpang,2,N,1,0,1509,9,0
21,N,pluding,2,N,1,1,626,7,0
21,N,poblor,2,N,1,1,487,6,0
21,W,point,1,W,1,0,465,5,7222
21,N,pokrons,2,N,1,1,584,7,0
21,N,pones,2,N,1,1,619,5,0
21,W,poor,1,W,1,1,717,4,4039
21,N,postbonds,2,N,1,1,603,9,0
21,W,power,1,W,1,1,567,5,5913
21,N,prache,2,N,1,1,880,6,0
21,N,predact,2,N,1,1,579,7,0
21,W,present,1,W,1,1,517,7,4386
21,W,press,1,W,1,0,594,5,2409
21,N,prug,2,N,1,1,614,4,0
21,W,put,1,W,1,1,848,3,12303
21,N,quave,2,N,1,1,645,5,0
21,W,question,1,W,1,1,573,8,5211
21,W,quickly,1,W,1,1,596,7,2677
21,N,ralmy,2,N,1,0,654,5,0
21,N,ralp,2,N,1,1,519,4,0
21,N,rankpay,2,N,1,1,991,7,0
21,W,read,1,W,1,1,658,4,5247
21,W,reading,1,W,1,1,501,7,3232
21,W,really,1,W,1,0,499,6,10617
21,N,reast,2,N,1,0,738,5,0
21,N,rebants,2,N,1,1,901,7,0
21,N,rebobbed,2,N,1,1,624,8,0
21,N,rebole,2,N,1,1,578,6,0
21,N,resperce,2,N,1,1,1275,8,0
21,N,restrudes,2,N,1,1,516,9,0
21,W,right,1,W,1,1,567,5,14779
21,N,rirble,2,N,1,1,518,6,0
21,N,roelies,2,N,1,1,645,7,0
21,N,rof,2,N,1,1,539,3,0
