song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
Ray Of LightMadonna,Madonna,Ray Of Light,"['dance pop', 'pop']",0.561,-7.878,0.0312,0.71,59
Best FriendBrandy,Brandy,Best Friend,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.696,-6.631,0.0347,0.557,47
Let The Music PlayShannon,Shannon,Let The Music Play,['christmas instrumental'],0.765,-6.993,0.119,0.901,54
My First Night With YouMya,Mya,My First Night With You,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.621,-8.492,0.0319,0.159,31
Give Us Your BlessingsThe Shangri-Las,The Shangri-Las,Give Us Your Blessings,"['brill building pop', 'classic girl group']",0.617,-9.952,0.0549,0.403,17
"Louie, LouieThe Sandpipers",The Sandpipers,"Louie, Louie","['brill building pop', 'bubblegum pop']",0.321,-15.525,0.0299,0.599,26
Pilot Of The AirwavesCharlie Dore,Charlie Dore,Pilot Of The Airwaves,[],0.62,-9.084,0.0366,0.604,25
Can You Feel MeDru Down,Dru Down,Can You Feel Me,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",0.804,-7.36,0.225,0.451,42
DeathTrippie Redd Featuring DaBaby,Trippie Redd Featuring DaBaby,Death,"['melodic rap', 'rap', 'trap']",0.802,-5.969,0.146,0.613,83
Nobody Loves Me Like YouThe Flamingos,The Flamingos,Nobody Loves Me Like You,"['brill building pop', 'doo-wop', 'rhythm and blues']",0.522,-3.48,0.0425,0.659,4
Fly AwayBlackfoot,Blackfoot,Fly Away,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']",0.558,-8.799,0.0543,0.806,25
Tired Of Waiting For YouThe Kinks,The Kinks,Tired Of Waiting For You,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",0.674,-8.116,0.0332,0.834,45
OuiJeremih,Jeremih,Oui,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",0.715,-3.825,0.0503,0.596,77
Paper RingsTaylor Swift,Taylor Swift,Paper Rings,"['dance pop', 'pop', 'post-teen pop']",0.811,-6.553,0.0497,0.865,76
JeanOliver,Oliver,Jean,['alternative hip hop'],0.323,-15.66,0.0321,0.394,29
Nobody LoveTori Kelly,Tori Kelly,Nobody Love,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",0.753,-5.132,0.0347,0.572,55
Dancing With A StrangerSam Smith & Normani,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",0.741,-7.513,0.0656,0.347,89
I Remember YouSkid Row,Skid Row,I Remember You,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.345,-12.708,0.0305,0.49,69
With YouSomethin' For The People,Somethin' For The People,With You,"['new jack swing', 'r&b']",0.845,-4.166,0.0443,0.84,14
Dark SideKelly Clarkson,Kelly Clarkson,Dark Side,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",0.559,-4.04,0.05,0.292,49
Aiming At Your HeartThe Temptations,The Temptations,Aiming At Your Heart,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",0.555,-10.333,0.0939,0.58,17
Ninety Nine [Flash The Message]John Forte,John Forte,Ninety Nine [Flash The Message],[],0.882,-10.899,0.315,0.447,23
You've Really Got A Hold On MeThe Miracles,The Miracles,You've Really Got A Hold On Me,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",0.64,-13.265,0.03,0.677,57
One KissCalvin Harris & Dua Lipa,Calvin Harris & Dua Lipa,One Kiss,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0.791,-3.24,0.11,0.592,86
Stop In The Name Of LoveThe Hollies,The Hollies,Stop In The Name Of Love,"['album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",0.706,-9.096,0.0292,0.557,26
Lean Like A CholoDown A.K.A. Kilo,Down A.K.A. Kilo,Lean Like A Cholo,[],0.877,-3.988,0.275,0.926,51
HomeboyEric Church,Eric Church,Homeboy,"['contemporary country', 'country', 'country road', 'modern country rock']",0.558,-4.914,0.0291,0.445,58
"Fly Like An Eagle (From ""Space Jam"")Seal",Seal,"Fly Like An Eagle (From ""Space Jam"")","['british soul', 'soft rock']",0.63,-8.377,0.0497,0.574,42
Oh GirlThe Chi-lites,The Chi-lites,Oh Girl,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0.418,-12.942,0.0288,0.601,50
GnarlyKodak Black Featuring Lil Pump,Kodak Black Featuring Lil Pump,Gnarly,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.764,-4.003,0.0833,0.51,67
Lucky ManMontgomery Gentry,Montgomery Gentry,Lucky Man,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",0.578,-7.27,0.0289,0.532,50
Prove It All NightBruce Springsteen,Bruce Springsteen,Prove It All Night,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.452,-6.794,0.0305,0.847,52
This TimeBryan Adams,Bryan Adams,This Time,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.572,-16.216,0.0329,0.649,37
Wet. (She Got That...)YFN Lucci,YFN Lucci,Wet. (She Got That...),"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'pop r&b', 'rap', 'southern hip hop', 'trap']",0.695,-6.13,0.194,0.316,63
KIKA6ix9ine Featuring Tory Lanez,6ix9ine Featuring Tory Lanez,KIKA,"['emo rap', 'trap']",0.745,-3.368,0.245,0.342,78
SuddenlyBilly Ocean,Billy Ocean,Suddenly,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",0.496,-9.512,0.0317,0.201,59
Step OnHappy Mondays,Happy Mondays,Step On,"['big beat', 'britpop', 'dance rock', 'madchester', 'new wave']",0.599,-7.157,0.0334,0.415,59
Your Body's Callin'R. Kelly,R. Kelly,Your Body's Callin',[],0.658,-6.705,0.0302,0.727,49
Remember The TimeMichael Jackson,Michael Jackson,Remember The Time,"['pop', 'r&b', 'soul']",0.831,-2.383,0.0581,0.794,70
Thnks Fr Th MmrsFall Out Boy,Fall Out Boy,Thnks Fr Th Mmrs,"['emo', 'modern rock', 'pop punk']",0.459,-5.005,0.0644,0.615,77
One Bad AppleThe Osmonds,The Osmonds,One Bad Apple,['bubblegum pop'],0.6,-7.163,0.0398,0.92,35
Blame On YouRod Wave,Rod Wave,Blame On You,['florida rap'],0.697,-7.272,0.187,0.712,65
Bottoms UpBrantley Gilbert,Brantley Gilbert,Bottoms Up,"['contemporary country', 'country', 'country road', 'modern country rock']",0.479,-5.739,0.0442,0.537,62
Every Time I Close My EyesBabyface,Babyface,Every Time I Close My Eyes,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.655,-7.702,0.025,0.279,62
I Could Never Miss You (More Than I Do)Lulu,Lulu,I Could Never Miss You (More Than I Do),"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",0.698,-9.498,0.0501,0.657,31
When I'm Gone3 Doors Down,3 Doors Down,When I'm Gone,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",0.496,-5.66,0.033,0.337,70
Paper PlanesM.I.A.,M.I.A.,Paper Planes,"['alternative dance', 'art pop', 'dance pop', 'escape room', 'new rave']",0.457,-6.2,0.265,0.485,71
My Love Goes On And OnChris Cagle,Chris Cagle,My Love Goes On And On,"['contemporary country', 'country', 'country road', 'modern country rock']",0.577,-6.137,0.0593,0.92,27
A Different CornerGeorge Michael,George Michael,A Different Corner,"['dance rock', 'europop', 'new wave pop', 'soft rock']",0.266,-10.34,0.0333,0.15,59
ThotianaBlueface,Blueface,Thotiana,"['cali rap', 'trap']",0.906,-12.89,0.269,0.391,80
Love YourselfJustin Bieber,Justin Bieber,Love Yourself,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",0.607,-9.954,0.453,0.545,83
Tell Me If You Still CareThe S.O.S. Band,The S.O.S. Band,Tell Me If You Still Care,"['disco', 'electro', 'funk', 'minneapolis sound', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.596,-14.312,0.0393,0.927,54
Do They Know It's Christmas?Band-Aid,Band-Aid,Do They Know It's Christmas?,[],0.599,-6.936,0.0363,0.349,86
I'll Fall In Love AgainSammy Hagar,Sammy Hagar,I'll Fall In Love Again,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",0.63,-12.178,0.0311,0.775,45
I'll Never Get Over You (Getting Over Me)Expose,Expose,I'll Never Get Over You (Getting Over Me),"['freestyle', 'new wave pop']",0.323,-12.671,0.0312,0.146,53
We Might Be Dead By TomorrowSoko,Soko,We Might Be Dead By Tomorrow,[],0.386,-16.492,0.0388,0.0825,52
U Already Know112 Featuring Foxy Brown,112 Featuring Foxy Brown,U Already Know,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",0.677,-9.404,0.0483,0.924,53
GeronimoSheppard,Sheppard,Geronimo,"['australian indie', 'australian pop', 'folk-pop']",0.712,-6.254,0.0867,0.503,63
The LetterThe Box Tops,The Box Tops,The Letter,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat']",0.638,-12.156,0.0687,0.901,64
I'm Too Far Gone (To Turn Around)Bobby Bland,Bobby Bland,I'm Too Far Gone (To Turn Around),"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",0.481,-7.296,0.026,0.687,6
Neon LightBlake Shelton,Blake Shelton,Neon Light,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.666,-5.847,0.048,0.923,56
I'm AlrightKenny Loggins,Kenny Loggins,I'm Alright,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.554,-7.562,0.0459,0.95,54
FrankieConnie Francis,Connie Francis,Frankie,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",0.572,-8.123,0.0253,0.609,42
Funky FeverClarence Carter,Clarence Carter,Funky Fever,"['classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",0.551,-8.372,0.0661,0.934,24
Up On The RoofLaura Nyro,Laura Nyro,Up On The Roof,"['brill building pop', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",0.285,-11.77,0.0274,0.373,14
No LoveEminem Featuring Lil Wayne,Eminem Featuring Lil Wayne,No Love,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.522,-2.87,0.255,0.33,72
Take OneKodak Black,Kodak Black,Take One,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.66,-7.2,0.47,0.501,60
FriendsThe Carters,The Carters,Friends,"['pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.75,-8.391,0.0779,0.303,53
Kissing A FoolGeorge Michael,George Michael,Kissing A Fool,"['dance rock', 'europop', 'new wave pop', 'soft rock']",0.394,-14.314,0.031,0.166,57
Strip That DownLiam Payne Featuring Quavo,Liam Payne Featuring Quavo,Strip That Down,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",0.874,-5.484,0.0562,0.542,77
I Won't Last A Day Without YouCarpenters,Carpenters,I Won't Last A Day Without You,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",0.453,-13.192,0.045,0.459,60
DelicateTaylor Swift,Taylor Swift,Delicate,"['pop', 'post-teen pop']",0.75,-10.178,0.0682,0.0499,77
Soul InspirationAnita Baker,Anita Baker,Soul Inspiration,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",0.653,-7.03,0.026,0.51,36
The MonsterEminem Featuring Rihanna,Eminem Featuring Rihanna,The Monster,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.781,-3.68,0.0715,0.624,76
TalkKhalid,Khalid,Talk,"['alternative r&b', 'pop']",0.901,-8.575,0.126,0.346,83
The Shoop Shoop Song (It's In His Kiss)Cher,Cher,The Shoop Shoop Song (It's In His Kiss),"['dance pop', 'hollywood', 'new wave pop', 'pop']",0.678,-10.509,0.0306,0.919,66
I Know YouLil Skies Featuring Yung Pinch,Lil Skies Featuring Yung Pinch,I Know You,"['melodic rap', 'rap', 'trap']",0.773,-6.384,0.108,0.442,67
Blueberry FaygoLil Mosey,Lil Mosey,Blueberry Faygo,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",0.774,-7.909,0.0383,0.349,81
American SoldierToby Keith,Toby Keith,American Soldier,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.565,-8.426,0.0376,0.226,60
Lot Of Leavin' Left To DoDierks Bentley,Dierks Bentley,Lot Of Leavin' Left To Do,"['contemporary country', 'country', 'country road', 'modern country rock']",0.578,-3.434,0.0287,0.693,43
FinsJimmy Buffett,Jimmy Buffett,Fins,"['folk rock', 'mellow gold', 'soft rock']",0.666,-13.422,0.0466,0.919,45
True FriendHannah Montana,Hannah Montana,True Friend,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",0.658,-5.072,0.0344,0.536,49
AlrightJanet Jackson,Janet Jackson,Alright,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.679,-7.076,0.0362,0.961,39
Don't Call Me UpMabel,Mabel,Don't Call Me Up,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",0.674,-2.853,0.147,0.234,86
False AlarmThe Weeknd,The Weeknd,False Alarm,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.518,-6.373,0.0744,0.197,71
Like A RockBob Seger,Bob Seger,Like A Rock,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.399,-5.356,0.0271,0.384,53
ParalyzerFinger Eleven,Finger Eleven,Paralyzer,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']",0.645,-3.425,0.0448,0.881,70
U Know What's UpDonell Jones,Donell Jones,U Know What's Up,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.854,-6.166,0.0844,0.868,62
Runnin' Outta MoonlightRandy Houser,Randy Houser,Runnin' Outta Moonlight,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0.526,-3.717,0.0393,0.769,66
Off The WallMichael Jackson,Michael Jackson,Off The Wall,"['pop', 'r&b', 'soul']",0.827,-13.909,0.0565,0.921,63
Autumn Of My LifeBobby Goldsboro,Bobby Goldsboro,Autumn Of My Life,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",0.406,-12.429,0.0276,0.314,23
Trying To Stop Your LeavingDierks Bentley,Dierks Bentley,Trying To Stop Your Leaving,"['contemporary country', 'country', 'country road', 'modern country rock']",0.617,-5.562,0.0302,0.395,38
Follow Your HeartTriumph,Triumph,Follow Your Heart,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock']",0.433,-6.206,0.0472,0.512,35
Show You The Way To GoThe Jacksons,The Jacksons,Show You The Way To Go,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",0.663,-10.78,0.0323,0.671,45
New FlameChris Brown Featuring Usher & Rick Ross,Chris Brown Featuring Usher & Rick Ross,New Flame,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.702,-4.292,0.041,0.446,71
Saturday In The ParkChicago,Chicago,Saturday In The Park,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.668,-6.831,0.034,0.61,62
C'mon And SwimBobby Freeman,Bobby Freeman,C'mon And Swim,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",0.58,-10.527,0.0336,0.912,34
Rainy DayzMary J. Blige Featuring Ja Rule,Mary J. Blige Featuring Ja Rule,Rainy Dayz,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.476,-6.905,0.191,0.525,46
You Know What It IsT.I. Featuring Wyclef Jean,T.I. Featuring Wyclef Jean,You Know What It Is,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.657,-4.757,0.252,0.746,46
When The Heart Rules The MindGTR,GTR,When The Heart Rules The Mind,[],0.533,-8.47,0.0517,0.335,36
Got My Country OnChris Cagle,Chris Cagle,Got My Country On,"['contemporary country', 'country', 'country road', 'modern country rock']",0.505,-4.557,0.0538,0.511,44
Tonight She ComesThe Cars,The Cars,Tonight She Comes,"['album rock', 'art rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",0.655,-7.984,0.0264,0.928,47
"Lovin', Touchin', Squeezin'Journey",Journey,"Lovin', Touchin', Squeezin'","['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.401,-8.608,0.0439,0.714,60
I Think I'm In Love With YouJessica Simpson,Jessica Simpson,I Think I'm In Love With You,"['dance pop', 'post-teen pop']",0.715,-5.867,0.0576,0.804,53
"Me, Myself And IBeyonce",Beyonce,"Me, Myself And I","['dance pop', 'pop', 'pop rap', 'r&b']",0.75,-9.092,0.0803,0.536,68
Your Last GoodbyeFloyd Cramer,Floyd Cramer,Your Last Goodbye,"['easy listening', 'honky-tonk piano', 'lounge', 'nashville sound']",0.354,-11.845,0.0297,0.421,20
Friends And LoversCarl Anderson & Gloria Loring,Carl Anderson & Gloria Loring,Friends And Lovers,[],0.39,-9.928,0.0312,0.157,36
Rock The CasbahThe Clash,The Clash,Rock The Casbah,"['classic rock', 'dance rock', 'permanent wave', 'punk', 'rock']",0.796,-6.722,0.0573,0.866,73
Ain't That Enough For YouJohn Davis And The Monster Orchestra,John Davis And The Monster Orchestra,Ain't That Enough For You,['deep disco'],0.759,-4.814,0.0368,0.971,24
Summer GamesDrake,Drake,Summer Games,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.775,-11.269,0.0357,0.134,66
Truth HurtsLizzo,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",0.715,-3.046,0.114,0.412,90
BackseatNew Boyz Featuring The Cataracs & Dev,New Boyz Featuring The Cataracs & Dev,Backseat,"['dance pop', 'pop rap', 'southern hip hop']",0.595,-3.449,0.144,0.782,53
Welcome To New YorkTaylor Swift,Taylor Swift,Welcome To New York,"['pop', 'post-teen pop']",0.793,-4.807,0.0324,0.615,60
ButtonsThe Pussycat Dolls Featuring Snoop Dogg,The Pussycat Dolls Featuring Snoop Dogg,Buttons,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0.544,-4.318,0.32,0.434,65
You Make Me Wanna...Usher,Usher,You Make Me Wanna...,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.761,-7.577,0.053900000000000003,0.922,69
Let's Get AwayT.I.,T.I.,Let's Get Away,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.567,-4.678,0.443,0.726,43
I've Done Everything For YouRick Springfield,Rick Springfield,I've Done Everything For You,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",0.594,-4.796,0.0452,0.808,46
This Magic MomentJay & The Americans,Jay & The Americans,This Magic Moment,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0.517,-11.053,0.0306,0.769,49
AwakeLetters To Cleo,Letters To Cleo,Awake,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']",0.493,-7.173,0.0501,0.589,23
Send Me An AngelScorpions,Scorpions,Send Me An Angel,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",0.349,-11.554,0.0304,0.187,71
