subject.exp,gender,age,list,property.type,exception.type,condition,item.no,statement,response
133,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
133,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
133,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
133,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
133,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
134,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
134,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
134,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
135,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
135,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
136,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
136,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
136,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
137,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
137,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
137,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
137,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
137,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
137,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
137,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
137,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
138,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
138,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
138,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
139,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
139,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
139,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
140,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
140,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
140,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
140,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
140,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
140,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
140,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
140,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
141,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
141,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
141,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
141,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
141,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
141,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
141,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
141,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
142,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
142,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
142,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
143,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
143,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
144,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
144,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
144,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
144,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
144,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
144,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
144,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
144,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
145,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
145,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
145,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
145,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
145,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
145,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
145,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
145,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
146,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
146,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
146,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
146,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
146,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
146,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
146,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
146,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
147,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
147,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
147,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
147,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
147,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
147,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
147,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
147,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
148,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
148,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
149,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
149,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
150,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
150,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
151,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
151,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
151,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
152,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
152,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
152,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
152,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
152,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
152,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
152,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
152,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
153,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
153,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
154,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,1
155,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
155,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
155,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
156,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
156,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
156,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
156,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
156,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,1
156,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
156,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
156,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,1
157,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
157,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
157,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
158,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
158,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
159,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
159,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
160,female,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
160,female,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
160,female,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
160,female,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
160,female,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
160,female,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
160,female,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
160,female,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
161,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
161,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
161,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
162,male,adult,list 4,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
162,male,adult,list 4,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,1
162,male,adult,list 4,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
162,male,adult,list 4,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,1
162,male,adult,list 4,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
162,male,adult,list 4,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
162,male,adult,list 4,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,1
162,male,adult,list 4,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,1
163,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
163,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
164,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
164,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
164,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
164,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
164,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
164,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
164,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
164,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
165,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
166,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
166,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
167,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
167,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
167,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
168,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
168,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
168,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
168,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
168,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
168,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
168,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
168,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
169,male,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
170,female,child,1 GEN,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
170,female,child,1 GEN,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
170,female,child,1 GEN,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
170,female,child,1 GEN,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
170,female,child,1 GEN,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
170,female,child,1 GEN,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
170,female,child,1 GEN,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
170,female,child,1 GEN,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
171,female,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
171,female,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
172,female,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,1,Ackles love to play with fire.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,2,Borps love to scare their mothers.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,3,Glippets love to smash through walls.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,4,Murbs love to shout their names.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,5,Pagons love to feel afraid.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,6,Scobbits love to cheat at games.,1
173,female,child,3 GEN,striking,maximal,strikingmaximal,7,Vardies love to play with snakes.,0
173,female,child,3 GEN,striking,maximal,strikingmaximal,8,Zorbs love to make people angry.,0
