subject.exp,gender,age,list,property.type,exception.type,condition,item.no,statement,response
43,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
43,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
43,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
43,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
44,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
44,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
44,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
44,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
44,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
44,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
44,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
44,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
45,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
45,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
45,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
45,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
45,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
45,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
45,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
45,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
46,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
46,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
46,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
47,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
47,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
48,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
49,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
50,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
50,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
50,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
50,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
50,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
50,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
50,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
50,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
51,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
51,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
51,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
51,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
51,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
51,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
51,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
51,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
52,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
52,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
52,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
52,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
52,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
52,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
52,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
52,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
53,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
53,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
54,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
54,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
54,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
55,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
55,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
55,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
55,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
55,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
55,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
55,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
55,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
56,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
56,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
56,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
57,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
57,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
57,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
58,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
58,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
58,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
58,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
58,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
58,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
58,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
58,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
59,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
59,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
59,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
59,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
59,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
59,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
59,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
59,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
60,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
60,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
60,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
60,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
60,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
60,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
60,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
60,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
61,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
61,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
61,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
61,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
61,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
61,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
61,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
61,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
62,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
62,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
62,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
62,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
62,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
62,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
62,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
62,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
63,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
63,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
63,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
65,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
65,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
65,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
65,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
65,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
65,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
65,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
65,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
66,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
66,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
66,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
66,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
66,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
66,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
66,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
66,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
67,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
67,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
67,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
67,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
67,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
67,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
67,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
67,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
68,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
68,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
68,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
68,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
68,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
68,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
68,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
68,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
69,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
69,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
69,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
70,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
70,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
70,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
70,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
70,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
70,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
70,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
70,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
71,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
71,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
71,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
71,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
71,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
71,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
71,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
71,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
72,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,0
73,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
73,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
73,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,0
74,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
74,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
74,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
74,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
74,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
74,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
74,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
74,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
75,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
75,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
75,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
76,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
76,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
76,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
76,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,0
76,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
76,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
76,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
76,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
78,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
78,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
78,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
78,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
78,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,0
78,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
78,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
78,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
79,female,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,0
79,female,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
79,female,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,0
79,female,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
79,female,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
79,female,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,0
79,female,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,0
79,female,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,1,Ackles love to play with toys.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,2,Borps love to scare their mothers.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,3,Glippets love to run through parks.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,4,Murbs love to draw their names.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,5,Pagons love to feel safe.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,6,Scobbits love to make new games.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,7,Vardies love to play with cats.,1
80,male,adult,list 2,neutral,maximal,neutralmaximal,8,Zorbs love to make people sing.,1
83,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,0
83,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
83,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
83,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,0
83,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
83,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
83,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,0
83,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,0
84,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
84,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,0
84,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
84,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
84,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
84,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
84,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
84,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
85,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
85,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
85,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
85,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
85,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
85,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
85,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
85,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
86,female,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
86,female,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
86,female,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,0
86,female,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
86,female,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,0
86,female,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,0
86,female,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
86,female,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
87,male,adult,list 3,striking,minimal,strikingminimal,1,Ackles love to play with fire.,1
87,male,adult,list 3,striking,minimal,strikingminimal,2,Borps love to scare their mothers.,1
87,male,adult,list 3,striking,minimal,strikingminimal,3,Glippets love to smash through walls.,1
87,male,adult,list 3,striking,minimal,strikingminimal,4,Murbs love to shout their names.,1
87,male,adult,list 3,striking,minimal,strikingminimal,5,Pagons love to feel afraid.,1
87,male,adult,list 3,striking,minimal,strikingminimal,6,Scobbits love to cheat at games.,1
87,male,adult,list 3,striking,minimal,strikingminimal,7,Vardies love to play with snakes.,1
87,male,adult,list 3,striking,minimal,strikingminimal,8,Zorbs love to make people angry.,1
